name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Tomo Kote,38176817,1,0,Gilgamesh,Aether,5062,0,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1698402646,Crystal,231,0,GNB
Jay Vermillion,20310837,2,0,Adamantoise,Aether,4360,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1698400753,Crystal,217,0,DRK
Yan Shua,33322665,3,0,Gilgamesh,Aether,3337,0,265e19d9fb92e247223d1db417c91639_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1698401830,Crystal,117,1,WAR
S'jay Sharks,18807626,4,0,Cactuar,Aether,3332,0,68294efd5b1aeb5bd1a36477f7c0e3cf_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1698402216,Crystal,111,0,RPR
Garden Crocota,44675246,5,0,Siren,Aether,3158,0,20d57bd2a7c61944ee739820272f0bfc_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1698399694,Crystal,137,0,MNK
Aether Machinist,49581561,6,7,Adamantoise,Aether,3154,187,8123a273329c766a5977ddb74bb7ec2c_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1698400050,Crystal,157,4,MCH
Evil Kitten,50007957,7,6,Midgardsormr,Aether,3064,0,18ae06c5a4361c3b9221acd2654c49d6_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1698402386,Crystal,119,0,RDM
Kilometer Immorales,48368792,8,0,Faerie,Aether,2906,0,405161d87d55818784f8e2d2d7b259e3_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1698401966,Crystal,184,0,SCH
Mi Ly,37964161,9,0,Gilgamesh,Aether,2853,0,f3300c3e28b3c5b4a3767a587341831e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1698400127,Crystal,326,2,AST
Chae Jun,48926232,10,0,Jenova,Aether,2853,0,6867d2a0d98663fb110195743443e308_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1698401305,Crystal,240,3,MNK
Nanaya Shiki,46790422,11,13,Sargatanas,Aether,2847,100,ddaa72310af76fbf85ef9b09f69fa4cd_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1698401567,Crystal,280,1,GNB
Mei Chan,37701772,12,14,Jenova,Aether,2844,98,6556e8c3419560ebdea0a25201d43122_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1698400298,Crystal,134,1,MNK
Witch Faerie,35800212,13,11,Gilgamesh,Aether,2826,0,7a339df97d3690951b893cd3197e71ac_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1698401208,Crystal,265,14,BLM
Bryn Creature,48133438,14,12,Siren,Aether,2801,0,1ae67fab78b36dc1a625cdf6f4b9383d_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1698401208,Crystal,205,0,SCH
Zeke Ewoza,38693513,15,0,Sargatanas,Aether,2725,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1698400238,Crystal,192,0,NIN
Covid Spread,49922380,16,0,Adamantoise,Aether,2678,92,c96dc6154b1c92aa3fb7af712372064b_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1698401214,Crystal,78,3,SCH
Neo Dymium,33030676,17,47,Siren,Aether,2651,893,24be6098cf7acc2de169d92917d3299f_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1698400182,Crystal,471,28,DRG
Yuri Tsukihana,30386598,18,29,Jenova,Aether,2607,387,99095be4258299ff7d0d0ac0b6486022_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1698401117,Crystal,149,7,AST
Fat Cat',39235895,19,17,Faerie,Aether,2575,0,b5e5b9251e1d34a0e4a218bdaa795d78_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1698399959,Crystal,457,12,SMN
Alba Sanare,22678236,20,18,Adamantoise,Aether,2559,0,9e9cbb3fa7c82f824b9b8d7499029b58_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1698399178,Crystal,210,9,BLM
John Darksouls,32702843,21,19,Adamantoise,Aether,2557,0,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1698402244,Crystal,169,0,WAR
Micro Uryade,37487800,22,20,Sargatanas,Aether,2525,0,d9df4db31e4d391c99006db3caa4b5f9_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1698401899,Crystal,257,28,SCH
G'oemon Da'chad,47001853,23,21,Sargatanas,Aether,2447,0,a1bd7446d21e32ba4bfb7a75eb6bff00_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1698402479,Crystal,154,1,RDM
Shum One,31246227,24,27,Midgardsormr,Aether,2431,105,6a9ab1154c9d9a712cc039f45837db6d_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1698401136,Crystal,427,2,SMN
Celesse Archon,5403993,25,22,Midgardsormr,Aether,2431,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1698400325,Crystal,202,0,RDM
Silanah Sylphrena,45709349,26,23,Midgardsormr,Aether,2416,0,353d000e66ebf6b7715ff5998504f784_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1698402595,Crystal,195,0,SMN
Alenora Wintersong,42967636,27,24,Adamantoise,Aether,2406,0,ed1d599894bc7afd3daf7ba4d07c1358_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1698402409,Crystal,58,2,BLM
Makoi Yukihira,13527096,28,25,Gilgamesh,Aether,2386,0,bba4173a32e0089243efb4fcef6ab6e0_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1698401584,Crystal,114,0,DRG
Nola Ustrina,1383977,29,26,Cactuar,Aether,2379,0,fe0089ca21e248dc5546d2eae49f43ae_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1698400139,Crystal,137,8,GNB
