name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Cliffe Zanza,36074329,1,0,Spriggan,Chaos,4202,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1769336156,Ultima,262,0,BRD
Loty Coldwind,36521588,2,0,Twintania,Light,4068,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1769336260,Ultima,234,13,DNC
Lucy Lumi,35150838,3,0,Louisoix,Chaos,3862,197,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1769335776,Ultima,492,11,RPR
Saboree Catboy,36051653,4,0,Spriggan,Chaos,3245,20,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1769335357,Ultima,392,25,PLD
Cat Wife,21099767,5,0,Zodiark,Light,3171,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769336655,Ultima,180,0,RDM
Void Stellarvore,28691685,6,0,Raiden,Light,3137,0,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1769334505,Ultima,204,0,WAR
Claire Hart,4540427,7,0,Ragnarok,Chaos,3022,0,063274896aa445e2aa87e44be3be1981_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1769335292,Ultima,95,0,AST
Milk Jds,10570379,8,0,Zodiark,Light,3021,0,cf8503b76a559329b409ac7cfe329e0c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769335462,Ultima,171,11,WAR
Crow Xo,44749262,9,0,Zodiark,Light,2997,0,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769335032,Omega,82,0,NIN
Tsukuyo Ritlas,37800185,10,0,Odin,Light,2951,0,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1769335459,Omega,238,16,RPR
Moki Moki,14235486,11,0,Odin,Light,2849,0,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1769335992,Omega,139,0,MNK
Miyu Edelfelt,21335430,12,0,Phoenix,Light,2814,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1769335600,Omega,269,10,AST
Raiden Thorne,27238016,13,0,Zodiark,Light,2740,0,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769337624,Omega,356,11,RDM
Miyu Moon,58918526,14,0,Moogle,Chaos,2671,0,1abf5ce3756f6fa0d1c5be2cd39491bc_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1769335607,Omega,92,0,SAM
Akari Tsuki,31005286,15,0,Louisoix,Chaos,2638,0,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1769336016,Omega,103,0,MNK
Ange Melrose,50267939,16,23,Omega,Chaos,2585,390,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1769334970,Omega,291,17,MCH
Deadrise Mutombo,31730694,17,16,Ragnarok,Chaos,2567,0,a382acb94313f23d966dd6d39d909bea_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1769336715,Omega,239,15,DRG
Prisma Tic,38791879,18,17,Cerberus,Chaos,2525,0,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1769337369,Omega,261,10,WHM
Lex'ander Wayfarer,18009481,19,18,Odin,Light,2513,0,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1769336252,Omega,393,0,SAM
Strawberry Kea,31214992,20,0,Ragnarok,Chaos,2490,198,0828e8eb3fb4ba1470ad303dab621600_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1769334900,Omega,69,8,MNK
Mamiyama Kamimama,37371304,21,19,Spriggan,Chaos,2441,0,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1769336646,Omega,167,7,PCT
Maarato Cookie,20349526,22,24,Twintania,Light,2399,209,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1769335850,Omega,153,18,NIN
Dalik Mathis,9537863,23,21,Ragnarok,Chaos,2290,0,fd4dde44208527cc20e58ba589d51f01_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1769336643,Omega,120,0,GNB
Shia Sun,1754600,24,22,Odin,Light,2216,0,7550981ba488e5ebe919aa3cb39efbfa_644311b63b607133c989d7c1188467dafc0.jpg?1769334263,Omega,242,11,SMN
Your Fault,28777606,25,0,Zodiark,Light,2100,0,0d7f75966254f60b69463e0d39afbfeb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769335850,Omega,144,9,UNK
Doomballoon Dapingus,47578759,26,0,Alpha,Light,2086,0,4a4c34260172eebb84eaf61edb344efa_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1769337112,Omega,116,0,SAM
Kitashi Kurel,57457596,27,0,Zodiark,Light,2051,0,759aea1481bd6cb72e3423ca3ebe2529_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769334441,Omega,310,0,UNK
Vanilla Blossom,41496807,28,0,Moogle,Chaos,1994,0,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1769336173,Omega,112,0,PLD
Meryll Enetari,24681550,29,0,Cerberus,Chaos,1909,0,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1769334397,Omega,359,9,PCT
Ase Escadora,42603487,30,61,Alpha,Light,1902,868,78626e6cf6f07875d5ac9527a5bd0c4d_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1769335365,Omega,136,29,DRK
Dragonlife Saijax,29449285,31,30,Moogle,Chaos,1879,0,3c08546d3793d12f77cc0b00d3a3af5b_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1769336568,Omega,67,0,GNB
Pre Purify,55308031,32,31,Spriggan,Chaos,1818,0,57e94aab3849d6d467b99e494b8621ed_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1769334233,Omega,105,0,BRD
Based Miqote,46487952,33,36,Twintania,Light,1773,99,5e2bb42e554586a20b050b7fd3f88e26_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1769337397,Omega,263,9,UNK
Lyrai Z'ers,3847871,34,32,Moogle,Chaos,1752,0,c985924645fd211dd83800d5b210f8d9_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1769337549,Omega,357,0,PCT
Vai Zol,38270926,35,33,Odin,Light,1729,0,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1769336221,Omega,116,0,RDM
Yun' Yun,11341467,36,34,Cerberus,Chaos,1695,0,df098ceed6d9cf14cf61cc4110cd6cb5_777c57311d510ca65dac3c1077dee435fc0.jpg?1769335357,Omega,205,15,DRG
Not Marci,51672179,37,35,Louisoix,Chaos,1682,0,b6c4338b1daa8161914134b74ee784f0_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1769335535,Omega,70,0,PCT
Shino Yaru,38308969,38,37,Phoenix,Light,1596,0,0662727bb913ed7fe3009f3542ea1e64_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1769336509,Omega,64,0,UNK
Zot To,18725302,39,42,Cerberus,Chaos,1575,99,852c16bac4fe7f528a8653c65704e818_777c57311d510ca65dac3c1077dee435fc0.jpg?1769336955,Omega,111,1,WHM
Sin Mirrorslave,43994621,40,38,Raiden,Light,1563,0,3f8e3345c252d3f9b50e27c481f91100_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1769334731,Omega,115,0,UNK
Snap Ringer,18714030,41,39,Omega,Chaos,1519,0,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1769334888,Omega,57,0,BLM
Aura Sphere,30657353,42,40,Zodiark,Light,1511,0,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769335454,Omega,79,0,AST
Sice Seven,15008161,43,41,Moogle,Chaos,1485,0,23657ac0d29f4bc5667ef1e00cf528f8_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1769334821,Crystal,78,10,BRD
Xen Thique,40172078,44,43,Odin,Light,1420,0,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1769335850,Crystal,169,0,SGE
Mahou Mahou,5924021,45,44,Odin,Light,1377,0,4c6afcfde744ebab926aa3423b6c4064_644311b63b607133c989d7c1188467dafc0.jpg?1769337384,Crystal,141,0,DRG
Riseon Misha,26343965,46,45,Zodiark,Light,1375,0,d883dcfcee6650b3e6e1691bf6838f6c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1769336014,Crystal,370,23,SGE
Sheidyn Windsor,30282791,47,46,Omega,Chaos,1331,0,e3eaa192d0e2b6192580f940474cd0b5_39e25ac3d737c46452305eefe324372cfc0.jpg?1769336829,Crystal,296,2,BRD
Astra L-wind,59277519,48,47,Omega,Chaos,1307,0,85dd0c219e9fd0335ae5466e4d341957_39e25ac3d737c46452305eefe324372cfc0.jpg?1769334972,Crystal,277,0,DRK
Cleave Age,8618043,49,48,Cerberus,Chaos,1305,0,be127ac560fb8f7cfb5f31ff1d832b19_777c57311d510ca65dac3c1077dee435fc0.jpg?1769334582,Crystal,219,0,MCH
Delzor Waka,40194085,50,49,Odin,Light,1291,0,bde30c4caff355f65cf9761727b12725_644311b63b607133c989d7c1188467dafc0.jpg?1769335458,Crystal,239,0,VPR
Feri De,32873333,51,50,Twintania,Light,1284,0,04fae792c920333e5bdc3287c0df72e4_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1769336745,Crystal,179,7,WHM
Imy Pure,24943089,52,59,Cerberus,Chaos,1279,193,2e46879ac1baf7fc77ec2de872a0461c_777c57311d510ca65dac3c1077dee435fc0.jpg?1769336061,Crystal,232,2,SCH
