name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Cliffe Zanza,36074329,1,2,Spriggan,Chaos,2052,294,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778066239,Omega,96,6,MNK
Saboree Catboy,36051653,2,1,Spriggan,Chaos,1890,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778067060,Omega,117,1,MIN
Crow Xo,44749262,3,7,Zodiark,Light,1710,205,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778068113,Omega,72,6,BLM
Scarlet Rose,26616217,4,3,Spriggan,Chaos,1701,0,96ad88f23a708e8d6e391f669986d57c_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778069423,Omega,124,14,PLD
Aura Sphere,30657353,5,4,Zodiark,Light,1666,0,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778069389,Omega,38,0,PLD
Loty Coldwind,36521588,6,5,Twintania,Light,1589,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778066174,Omega,73,4,WAR
Lucy Lumi,35150838,7,6,Louisoix,Chaos,1508,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1778066983,Omega,82,6,DRG
Raiden Thorne,27238016,8,0,Zodiark,Light,1288,0,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778069024,Crystal,23,0,BLM
Snap Ringer,18714030,9,0,Omega,Chaos,1276,0,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1778065963,Crystal,66,0,FSH
Lex'ander Wayfarer,18009481,10,42,Odin,Light,1184,887,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1778067862,Crystal,69,19,SAM
Shimori Bunihara,35166011,11,10,Raiden,Light,1083,0,c44c8fc68c230b1051ec35a527afe9ed_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1778067712,Crystal,36,0,SMN
Lybel Alyborias,25836089,12,11,Louisoix,Chaos,1017,0,a86b680e6c4e5e23befaaaf535a158de_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1778068831,Crystal,86,6,MNK
Tei Tei,36611700,13,12,Odin,Light,988,0,21c224545e3d3af775a3d377c8e444bf_644311b63b607133c989d7c1188467dafc0.jpg?1778069187,Crystal,55,5,SCH
Dalik Mathis,9537863,14,13,Ragnarok,Chaos,987,0,fd4dde44208527cc20e58ba589d51f01_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1778068556,Crystal,40,1,GNB
Toni Kroos,52385787,15,14,Twintania,Light,982,0,51ea95d392db97feb9c9d09ad8b50a58_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778069498,Crystal,108,3,MCH
Elohim Meth,60682611,16,15,Raiden,Light,889,0,0b14f1751b014118eca06236e1fdf2bf_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1778069188,Crystal,113,0,UNK
Auelin Fae,18291844,17,16,Zodiark,Light,803,0,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778068497,Crystal,29,8,DRG
Prisma Tic,38791879,18,17,Cerberus,Chaos,792,0,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1778066194,Crystal,33,0,VPR
Tyra Kett,26531277,19,44,Spriggan,Chaos,703,410,101b7ec48bba5c5e5b34fda1316c57bc_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778068246,Crystal,57,14,VPR
Vanilla Blossom,41496807,20,18,Moogle,Chaos,702,0,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1778068172,Crystal,56,7,MIN
Tsukuyo Ritlas,37800185,21,19,Odin,Light,696,0,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1778068167,Crystal,24,0,RDM
Mahou Mahou,5924021,22,20,Odin,Light,695,0,4c6afcfde744ebab926aa3423b6c4064_644311b63b607133c989d7c1188467dafc0.jpg?1778068150,Crystal,73,15,DRG
Shia Sun,1754600,23,43,Odin,Light,694,399,7550981ba488e5ebe919aa3cb39efbfa_644311b63b607133c989d7c1188467dafc0.jpg?1778067512,Crystal,16,4,ARM
Yuripa Arashi,37731658,24,25,Shiva,Light,600,98,73ff0d0b3cc5f92ec79dabffa2bedf80_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1778069297,Crystal,25,1,MCH
Lhei Tayun,25191408,25,21,Zodiark,Light,598,0,6ee93960f16da0ea5150fe1b7590dfa4_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778067285,Crystal,63,0,BLM
Blue Cat,47356852,26,22,Twintania,Light,598,0,fc9492796dbee9f84ae010350ec7759c_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778067857,Crystal,6,0,VPR
Miyu Edelfelt,21335430,27,23,Phoenix,Light,597,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1778066257,Crystal,83,0,SCH
Akari Tsuki,31005286,28,24,Louisoix,Chaos,594,6,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1778069251,Crystal,40,9,MNK
Maarato Cookie,20349526,29,30,Twintania,Light,582,90,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778068767,Crystal,18,7,DRG
Feri De,32873333,30,36,Twintania,Light,502,202,04fae792c920333e5bdc3287c0df72e4_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778068690,Crystal,48,6,BRD
Roomi Mae,47248743,31,66,Raiden,Light,501,401,770a624522dc3f95ef75247a554dceb7_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1778066278,Crystal,46,9,WHM
Cat Wife,21099767,32,26,Zodiark,Light,500,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778067132,Crystal,4,0,SMN
Tarutella Goldfish,4235488,33,27,Phoenix,Light,498,0,f269741c27ca22c02db955557e7283fa_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1778066994,Crystal,59,0,WHM
Ange Melrose,50267939,34,28,Omega,Chaos,498,0,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1778068697,Crystal,11,0,BRD
Selin Naari,16360751,35,29,Cerberus,Chaos,496,0,fb2c3681e2cb33bdcd7894d5aad0b9ec_777c57311d510ca65dac3c1077dee435fc0.jpg?1778067345,Crystal,55,0,DRG
Holos Ymir,35299241,36,68,Cerberus,Chaos,404,304,f8029ed36fad032333305dfa455cddec_777c57311d510ca65dac3c1077dee435fc0.jpg?1778067293,Crystal,38,7,BRD
Altrios Alrun,37280856,37,130,Odin,Light,399,399,eed006603ff3859a7471671dcb9c221c_644311b63b607133c989d7c1188467dafc0.jpg?1778067144,Crystal,16,9,VPR
Kure Reze,60508798,38,0,Zodiark,Light,398,100,c3aa9c4ce023f66eff5033f3e30792c2_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778067965,Crystal,99,8,VPR
Meryll Enetari,24681550,39,31,Cerberus,Chaos,398,0,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1778068759,Crystal,87,8,DNC
Sotek Scherwil,486374,40,32,Twintania,Light,395,0,c881840c18d6c9fc415801f5f8240174_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778067936,Crystal,39,0,RPR
Kimbi Aoe,24693270,41,33,Shiva,Light,310,0,67e0ddfb70faf5725a971d086cfdce61_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1778067840,Crystal,8,0,MCH
Sheidyn Windsor,30282791,42,47,Omega,Chaos,303,104,e3eaa192d0e2b6192580f940474cd0b5_39e25ac3d737c46452305eefe324372cfc0.jpg?1778068232,Crystal,91,10,SAM
Arthea Sarris,29355777,43,34,Twintania,Light,302,0,f71df987daffde5149cbf8f3633320d1_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778067856,Crystal,54,0,WHM
Miyu Moon,58918526,44,35,Moogle,Chaos,301,0,1abf5ce3756f6fa0d1c5be2cd39491bc_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1778066003,Crystal,8,0,DRG
Xen Thique,40172078,45,37,Odin,Light,299,0,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1778068171,Crystal,2,0,WHM
Thor Strom,35911315,46,40,Cerberus,Chaos,298,0,3826da79ed71141aec290f69127b5c79_777c57311d510ca65dac3c1077dee435fc0.jpg?1778066896,Crystal,84,16,SCH
Yun' Yun,11341467,47,39,Cerberus,Chaos,298,0,df098ceed6d9cf14cf61cc4110cd6cb5_777c57311d510ca65dac3c1077dee435fc0.jpg?1778067787,Crystal,70,0,PLD
Slayn Lockmeier,43624360,48,41,Ragnarok,Chaos,298,0,6e8ed130575c22a15b32af255b35348b_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1778069047,Crystal,14,0,SCH
Laurie Adorable,48647813,49,141,Spriggan,Chaos,203,203,cae3f1cbe01c3d143b588c054809c02b_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778066031,Crystal,99,19,DRG
Pre Purify,55308031,50,55,Spriggan,Chaos,202,100,57e94aab3849d6d467b99e494b8621ed_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778066018,Crystal,14,1,SGE
Baby Starz,27999014,51,70,Omega,Chaos,201,101,e8cb7daea22ff306dcc9397ecad5a4a2_39e25ac3d737c46452305eefe324372cfc0.jpg?1778066075,Crystal,32,2,DRG
Zot To,18725302,52,45,Cerberus,Chaos,201,0,852c16bac4fe7f528a8653c65704e818_777c57311d510ca65dac3c1077dee435fc0.jpg?1778069048,Crystal,6,0,VPR
Vaal Haigha,35745799,53,46,Alpha,Light,200,0,308c218b8f6918e78657e3d530133f33_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1778067291,Crystal,60,10,PCT
Makoto Kurusu,52868514,54,60,Alpha,Light,199,99,8fbea6f85d026acc9443dee5147a6a0c_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1778068806,Crystal,105,9,RDM
Kayf Xiv,36106861,55,48,Ragnarok,Chaos,199,0,b7dc63274be76d912180856ad87594ad_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1778067782,Crystal,29,0,BLM
Luna Everlight,11876492,56,49,Phantom,Chaos,199,0,87daed323422dd94882b0079ba9f6b3d_f0a43d6e5eea19af337a176e9836acddfc0.jpg?1778066597,Crystal,14,0,SGE
Tay Talenath,45740169,57,50,Raiden,Light,198,0,b2fa0c7222f7e3ebe117f24a200e11d8_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1778067700,Crystal,80,2,PLD
Gella Plathat,59116080,58,51,Omega,Chaos,198,0,ec421ed13acf88ada74b3e5665aa453f_39e25ac3d737c46452305eefe324372cfc0.jpg?1778066194,Crystal,69,0,DRK
Resilla Frostflow,14658770,59,52,Cerberus,Chaos,197,0,00a4e6250beb98b5644c87cffe8b7f4f_777c57311d510ca65dac3c1077dee435fc0.jpg?1778066725,Crystal,42,4,PLD
Xanthe Hati,28239197,60,53,Sagittarius,Chaos,103,0,9bf816bfcd7f963908af59458b5500c9_44ca0844398b2d010d8cd4a31ddb023dfc0.jpg?1778068168,Crystal,123,0,NIN
Leedo Dale,25033597,61,54,Zodiark,Light,102,0,9e122691e98bda2ea6abe86ed7b81a63_c274370774c6bc3483cc8740805f41bcfc0.jpg?1778069521,Crystal,98,4,NIN
Ase Escadora,42603487,62,56,Alpha,Light,101,0,78626e6cf6f07875d5ac9527a5bd0c4d_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1778069202,Crystal,52,0,SAM
Yamizura Kumozuma,19652230,63,57,Twintania,Light,101,0,24bbc9cebf09eb83efcbc272c3085fd1_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778067562,Crystal,16,0,SCH
Spannah Banana,26233821,64,98,Spriggan,Chaos,100,100,982829c9c509b90f9e17b94711c775dd_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778067306,Crystal,124,25,PLD
Ragar Sidurg,23206420,65,97,Spriggan,Chaos,100,100,1e734f228a155231a79a6c1e3847f03a_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1778069548,Crystal,123,8,WAR
Baka Bao,30345026,66,58,Phantom,Chaos,100,0,57df7efcbcdf8f1aca84c4f1435c36ba_f0a43d6e5eea19af337a176e9836acddfc0.jpg?1778068717,Crystal,104,3,SAM
Lucian Raven,28273459,67,59,Phantom,Chaos,100,0,ab81bc7b4d2082d69e0f255ec9cdd252_f0a43d6e5eea19af337a176e9836acddfc0.jpg?1778066985,Crystal,100,0,PLD
Alistair Astrea,17486557,68,81,Ragnarok,Chaos,100,100,86bf59ae511d4e0dd84fd82a0632a644_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1778067362,Crystal,94,9,BRD
Dundee Nic'hpisfa,35976824,69,101,Odin,Light,100,100,8eda92b5ce2e258786d149b7cb349e09_644311b63b607133c989d7c1188467dafc0.jpg?1778069541,Crystal,92,12,MCH
Chance Manderville,4803253,70,61,Moogle,Chaos,100,0,ef52c02168c886d6c450deef16a642bb_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1778068770,Crystal,85,9,UNK
Sunie Dakwhil,12728791,71,62,Twintania,Light,100,0,4760f9b45bd6f71f83adbd97ab87eae3_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1778068328,Crystal,81,16,DRG
Lawr Hawk,28248881,72,83,Odin,Light,100,100,e241b26df61ea0e201b637a7ae6c4cd4_644311b63b607133c989d7c1188467dafc0.jpg?1778067598,Crystal,74,5,PLD
Solla Sparco,59854860,73,88,Ragnarok,Chaos,100,100,a05c40270fb5e7a379d39a970e246111_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1778066164,Crystal,72,6,AST
Brindacier Alomon,26055030,74,95,Phoenix,Light,100,100,fbefc8262b34e93b398aa2dde0c2e4b8_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1778067611,Crystal,55,17,BLM
Farnese Shieldmaiden,24419493,75,65,Cerberus,Chaos,100,0,dcec016c4a6cd9a2bd3a2b73183f5a65_777c57311d510ca65dac3c1077dee435fc0.jpg?1778066113,Crystal,43,5,DRK
Ten Gil,17217146,76,63,Louisoix,Chaos,100,0,884fcae1e61228d09798c630a2c827fb_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1778068655,Crystal,41,0,DRG
Sakurane Zero'yuurai,13075529,77,64,Ragnarok,Chaos,100,0,b65369d4b043831749f5fa45d2428e30_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1778066482,Crystal,39,0,MNK
Ebin Almsivi,35310847,78,66,Shiva,Light,100,0,0c72e527d2d86c2ee8f4698832e880b5_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1778067316,Crystal,37,0,BLM
Hyzenthlay Efrafa,1817919,79,72,Ragnarok,Chaos,100,0,f61f49f2ed95a3709fa034686da0eb63_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1778068238,Crystal,31,4,SMN
Neclord Drakan,34358772,79,68,Phoenix,Light,100,0,7e002012c8fc4f9e493cd5879573e088_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1778066591,Crystal,31,0,SMN
Neo Saladin,60195724,81,70,Alpha,Light,100,0,d61ef205c9700150e78797546d2ac263_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1778068693,Crystal,30,0,GNB
Laela Hyun,59589734,82,86,Phantom,Chaos,100,100,a377ba040d4300db7c8df4efc92acd53_f0a43d6e5eea19af337a176e9836acddfc0.jpg?1778066810,Crystal,26,11,UNK
Master Zoknik,47233914,83,73,Omega,Chaos,100,0,47b7a0d3c4816d6dc7cb85c85a3685f7_39e25ac3d737c46452305eefe324372cfc0.jpg?1778069267,Crystal,24,0,BRD
Runa Dreadblade,39907127,84,74,Alpha,Light,100,0,bdb5f48cfe8d6a6b32325bdd52db805d_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1778066725,Crystal,22,0,BSM
Gaspard Deguingoix,11032081,85,124,Moogle,Chaos,100,100,b9283e6a6be9cd219ee0afea98546775_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1778068013,Crystal,20,8,SGE
Strom Valentine,19009916,86,75,Cerberus,Chaos,100,0,a8dc2ae24adfae999c388093e3e213e8_777c57311d510ca65dac3c1077dee435fc0.jpg?1778067887,Crystal,18,0,RDM
Brutal Killer,8885117,87,76,Raiden,Light,100,0,30c6a6207c7e93d407784888a7f29c97_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1778067704,Crystal,16,0,DRK
Sice Seven,15008161,88,77,Moogle,Chaos,100,0,23657ac0d29f4bc5667ef1e00cf528f8_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1778066050,Crystal,11,0,AST
Enrei Esthule,16223299,89,78,Lich,Light,100,0,075328fa236ca776da32524ca8bd395c_7206469080400ed57a5373d0a9c55c59fc0.jpg?1778068085,Crystal,10,0,BRD
Sal Ren,40787945,90,80,Phoenix,Light,0,0,9613f7a8c0a759977b8a3fe787fed7e0_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1778065974,Diamond,140,28,SAM
Zecht Bradamant,31785474,91,79,Omega,Chaos,0,0,b0b8438e6682f2931a1a930121d0ab43_39e25ac3d737c46452305eefe324372cfc0.jpg?1778068424,Diamond,134,7,DRG
