name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Suhr Zarek,21013113,1,2,Gilgamesh,Aether,4487,464,55489166c3a63b4108165dac86c449d1_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660040387,Crystal,123,22,RPR
Funkmaster Disconium,39174439,2,3,Sargatanas,Aether,4262,299,96fc1eb1014d59bcb1f11a409a99bdb3_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1660040761,Crystal,84,4,NIN
Sir Moon,17116119,3,1,Cactuar,Aether,4214,0,35721490b40b9de650ca6049c2c305f8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1660039020,Crystal,165,0,DRG
Violent Destruction,15630676,4,0,Sargatanas,Aether,3913,0,c083f4cad1411099af3da0de289d0959_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1660041387,Crystal,468,0,DRK
Tomo Kote,38176817,5,6,Gilgamesh,Aether,3713,96,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660040294,Crystal,395,4,SAM
Umi Chan,15473566,6,5,Gilgamesh,Aether,3648,0,ee18d3050e87a31ae374dbae2b5e03cd_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660041488,Crystal,104,0,SGE
Vyii Revii,43303495,7,0,Gilgamesh,Aether,3472,0,762c89240df40c4d8a094663e8578ad0_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660039134,Crystal,103,0,MNK
Yoshiko Yatsurugi,9493914,8,0,Gilgamesh,Aether,3295,0,45a34390cae08202b2200f4c07bfcfce_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660039336,Crystal,569,0,RDM
Aoi Chan,34615369,9,13,Jenova,Aether,3179,101,f33a9934026108afd52be2c8ad41670a_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1660039774,Crystal,182,15,NIN
Serif Spiegel,1791314,10,9,Adamantoise,Aether,3161,0,ac0a0dda5f18422d576635299cd7a28f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1660040473,Crystal,212,0,DRG
Logz Kun,2514489,11,77,Gilgamesh,Aether,3105,1287,bde951d370b4b5ef1796a2c10cd9b59b_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660041283,Crystal,381,21,RDM
Celesse Archon,5403993,12,11,Midgardsormr,Aether,3094,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1660041200,Crystal,233,0,RDM
Verzell Varion,17766578,13,12,Adamantoise,Aether,3094,0,1b46876e1079227a2160ce2ccd4e3aa2_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1660038222,Crystal,81,0,DNC
Jay Verhundred,43607851,14,0,Adamantoise,Aether,3074,0,6fb8bbfadad1988c1cab071cf876eb5c_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1660040014,Crystal,60,0,DRK
Jay Vermillion,20310837,15,0,Adamantoise,Aether,3069,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1660039937,Crystal,107,0,MNK
Emma Sah'mae,34788325,16,0,Midgardsormr,Aether,3056,0,89781d7fe360793c4ed7316c7c3ddafb_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1660040129,Crystal,142,0,GNB
Micro Uryade,37487800,17,70,Sargatanas,Aether,3006,1092,d9df4db31e4d391c99006db3caa4b5f9_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1660039477,Crystal,629,29,MNK
Sweet Dreams,30713016,18,0,Faerie,Aether,2978,0,fb7c2c7da28179fdde78f1f9a6c51e3b_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1660039926,Crystal,51,0,DNC
Choco Milk,7040907,19,0,Gilgamesh,Aether,2976,0,ffd16c1b0542eac4a334d1244b3c438d_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660040747,Crystal,134,0,MNK
Zeke Ewoza,38693513,20,17,Sargatanas,Aether,2850,-131,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1660041271,Crystal,260,26,NIN
Lalafell Debuff,41359586,21,20,Gilgamesh,Aether,2849,0,b227a63135ff4c8fad44674394802849_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660040394,Crystal,78,0,DRG
Aurellia Weaver,3452041,22,21,Faerie,Aether,2839,0,c06ba7c8be951a67969dce3dab88eff2_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1660040497,Crystal,394,0,PLD
San Za,29526979,23,22,Cactuar,Aether,2822,0,63263c4a5f9488c7c73e49af0fc87bfb_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1660039031,Crystal,94,0,MNK
Thya Bowtail,8350112,24,23,Gilgamesh,Aether,2780,0,eb0820b2d90ea082af18d8c558d9c273_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660039838,Crystal,105,0,RDM
Zadnor Sasquatch,32616815,25,28,Sargatanas,Aether,2779,97,1a436f99cce5b13112b9f9000f32fa21_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1660039931,Crystal,134,2,DNC
Seruna Miyaru,8134842,26,24,Gilgamesh,Aether,2761,7,f022946d2d8441e36faee7b2b843a2ef_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660039915,Crystal,303,14,BTN
Angel Feathers,43118810,27,26,Cactuar,Aether,2706,0,0652a05d95a3c1054cc019af253b444c_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1660039852,Crystal,171,0,DNC
Regis Darsik,37234597,28,37,Gilgamesh,Aether,2704,199,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660040061,Crystal,149,2,SGE
Mango Sago,31792695,29,27,Adamantoise,Aether,2687,0,e9c84ac59af4a2a090b3f17d8e89a06e_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1660040551,Crystal,89,0,MNK
Strictly Pvp,42906768,30,29,Gilgamesh,Aether,2677,0,0adc4a671fa6532aa165631968f10fde_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660039685,Crystal,65,0,NIN
Yuri Tsukihana,30386598,31,10,Jenova,Aether,2660,-498,99095be4258299ff7d0d0ac0b6486022_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1660039738,Crystal,110,2,MNK
Kestela August,24683361,32,30,Gilgamesh,Aether,2649,0,17761792f1567b7dae5255a0f7677b00_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660038936,Crystal,166,0,PLD
Emah Sah'mae,20640929,33,31,Midgardsormr,Aether,2647,0,7749b8db0685830b9732b3ea97e5cc16_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1660041092,Crystal,126,0,DRG
Staxl Boost,3672709,34,32,Gilgamesh,Aether,2619,0,dae92f80964edbafc6610f8d6c9ccc69_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660038865,Crystal,163,0,MNK
Gang Stalking,44037472,35,33,Sargatanas,Aether,2614,0,dd401f1afb5a4158b3e64df5542a29af_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1660038404,Crystal,203,0,DNC
Gundam Protagonist,43769152,36,35,Faerie,Aether,2554,0,1f09d1b5ee3f938b81becca087e2d6b3_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1660039494,Crystal,82,0,MCH
Lynvara Stacia,14851122,37,51,Gilgamesh,Aether,2553,283,fd42ad18aa9b597063b63ef5eec615fb_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660041013,Crystal,173,9,AST
S'jay Sharks,18807626,38,36,Cactuar,Aether,2527,0,68294efd5b1aeb5bd1a36477f7c0e3cf_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1660039508,Crystal,82,0,DRG
Shin Okusawa,31517299,39,52,Cactuar,Aether,2521,300,147d155f1720942c66dd0065cccaaca5_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1660040291,Crystal,86,7,DNC
Noga Cosnoh,12058107,40,48,Cactuar,Aether,2484,195,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1660038404,Crystal,167,3,DRK
Lil Kongming,43770543,41,38,Adamantoise,Aether,2482,0,150d1131e49b8a0465e8c3ad78b75b89_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1660040653,Crystal,143,0,RDM
Be Lieve,27244527,42,39,Sargatanas,Aether,2437,0,e291b985ec1a3671c629e519036d5754_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1660039567,Crystal,59,0,NIN
Kasyu Hana,28765991,43,34,Gilgamesh,Aether,2433,-165,44587b30909ee27b656eafc10009e201_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1660038428,Crystal,78,15,DNC
Farsa Aed,5068221,44,43,Midgardsormr,Aether,2428,108,176d431db8a76185fe97af104836ac24_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1660039215,Crystal,407,9,PLD
Xile Elekt,12208946,45,44,Midgardsormr,Aether,2407,99,440d5300e7fdd374e6f19dca17564d2c_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1660040657,Crystal,120,2,SMN
