name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Zetsu Kaiza,15922703,1,0,Jenova,Aether,5455,76,976656a732f9f9c5e7a1b68ece523bdf_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1664361875,Crystal,747,15,DRK
Funkmaster Disconium,39174439,2,0,Sargatanas,Aether,4044,202,96fc1eb1014d59bcb1f11a409a99bdb3_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1664359407,Crystal,115,2,NIN
Gala Aurora,41293767,3,0,Adamantoise,Aether,3401,0,7dc31b9a880ba3f36a3ef1208e0c5909_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1664361928,Crystal,423,9,MNK
Azalyn Xo,33695596,4,0,Gilgamesh,Aether,3340,0,0a7db8993a7f4f16561cc84a302eff7d_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1664358493,Crystal,190,4,DRK
Sir Moon,17116119,5,0,Cactuar,Aether,3276,0,35721490b40b9de650ca6049c2c305f8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1664360932,Crystal,154,0,DRG
Komachi Chan,22706714,6,0,Faerie,Aether,3205,0,06fd95f3a412eeee32a0c93c6d9513cb_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1664361661,Crystal,170,0,BLM
Rukaka Ruka,34081156,7,0,Cactuar,Aether,2957,0,32228868c24b05da69088fd2eddcfa9d_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1664358488,Crystal,188,2,DRK
Legendary Leon,17439640,8,0,Sargatanas,Aether,2892,0,883456fffdcc9f88fb9843202c1fed42_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1664361906,Crystal,124,0,SGE
Noga Cosnoh,12058107,9,0,Cactuar,Aether,2577,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1664360293,Crystal,432,25,SMN
Sarah Montcroix,21257525,10,0,Siren,Aether,2532,0,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1664359328,Crystal,286,0,MCH
American Hero,44163929,11,0,Sargatanas,Aether,2384,0,806fe0d7926801138ad67d6d4ad9d24b_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1664360123,Crystal,110,0,DRG
Middle Ovoo,42303051,12,13,Midgardsormr,Aether,2351,102,6aed757cf45db44cab2f469a9e1bfd3b_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1664361014,Crystal,105,3,DRG
Willielmus Lannis,9961810,13,12,Siren,Aether,2296,0,dfcf8b0d9668568d9792c854be7cb44a_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1664360655,Crystal,231,9,SGE
Haruka Shimizu,34615369,14,18,Jenova,Aether,2167,197,f33a9934026108afd52be2c8ad41670a_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1664361757,Crystal,151,10,SAM
Yuri Tsukihana,30386598,15,19,Jenova,Aether,2134,211,99095be4258299ff7d0d0ac0b6486022_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1664361837,Crystal,133,3,SAM
Knin Alykel,9726390,16,14,Gilgamesh,Aether,2096,0,2af6f934ece0f4ec7e45cdf034ee13a5_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1664359618,Crystal,161,0,NIN
M'ika Sfinx,36917542,17,15,Adamantoise,Aether,2029,0,57f3df10bcdd5c12cf7e5c0a389a46f8_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1664361760,Crystal,431,0,MCH
Reol Fencir,23655612,18,16,Adamantoise,Aether,2016,0,751ba89539efc5877cb5d444ff9705d8_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1664361912,Crystal,143,2,WHM
Jay Vermillion,20310837,19,17,Adamantoise,Aether,2003,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1664359221,Crystal,174,0,MNK
Original Ninomae,35808978,20,0,Adamantoise,Aether,1916,0,b244a7412043a7dd35bae3d62114182d_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1664358844,Crystal,115,0,SGE
Drathus Von'tenebrae,4217866,21,0,Jenova,Aether,1907,0,3fff0d48ad606c3dd770718289eef74b_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1664360583,Crystal,281,3,SGE
Brian Ricardo,9364090,22,0,Adamantoise,Aether,1876,0,c00688b4ac9b567c1a4de9d648fbbff4_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1664361392,Crystal,141,0,DRK
Element Xi,9242054,23,0,Midgardsormr,Aether,1823,0,e9c05660979a34abc77a9848c786847f_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1664360861,Crystal,306,0,RDM
Celesse Archon,5403993,24,0,Midgardsormr,Aether,1738,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1664359378,Crystal,143,5,WHM
Regis Darsik,37234597,25,28,Gilgamesh,Aether,1716,194,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1664360938,Crystal,186,4,SMN
Echo Derp,24796730,26,25,Faerie,Aether,1683,0,40e3aa3e70759498a5fc4ebf0f986166_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1664361269,Crystal,136,0,GNB
Salem Hawkstrom,29694217,27,26,Faerie,Aether,1567,0,bff5bac313fbce66b192f4f812d77662_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1664359779,Crystal,167,4,DRK
Alpha Male,11305366,28,34,Cactuar,Aether,1556,128,e098447d3e83122ded7d0fbf77f045d7_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1664360944,Crystal,170,8,MCH
Vivian Infinity,28047694,29,40,Jenova,Aether,1542,222,c83b9df632f78216eef2bc401df0981b_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1664360824,Crystal,116,14,RDM
Kaylah Coy,1577883,30,27,Gilgamesh,Aether,1524,0,be61e60d38cafaf8cd1b320b832675d0_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1664361637,Crystal,260,9,WAR
Seruna Miyaru,8134842,31,29,Gilgamesh,Aether,1520,0,f022946d2d8441e36faee7b2b843a2ef_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1664358490,Crystal,304,6,SCH
Rami B',15739523,32,30,Adamantoise,Aether,1513,0,befb20f082c8c89541fe9026f5d57177_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1664359237,Crystal,105,0,MNK
Aiv Vindheart,44326246,33,31,Midgardsormr,Aether,1510,0,67486c7927379ae1f6720b5d998c0a18_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1664362016,Crystal,135,0,NIN
Tomo Kote,38176817,34,32,Gilgamesh,Aether,1501,0,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1664361826,Crystal,131,0,DRK
Laela Prismriver,1373063,35,39,Sargatanas,Aether,1472,136,ed2ce5e15107b8802d14a8db24b6d8e9_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1664359475,Crystal,181,8,MCH
