name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Aura Sphere,30657353,1,25,Zodiark,Light,1666,1273,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1777892989,Omega,38,28,PLD
Cliffe Zanza,36074329,2,0,Spriggan,Chaos,1577,90,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1777893947,Omega,70,7,DRG
Crow Xo,44749262,3,1,Zodiark,Light,1505,0,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1777893860,Omega,64,0,SCH
Saboree Catboy,36051653,4,5,Spriggan,Chaos,1394,205,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1777895408,Crystal,97,15,PLD
Snap Ringer,18714030,5,3,Omega,Chaos,1276,0,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1777894921,Crystal,66,0,PLD
Lucy Lumi,35150838,6,4,Louisoix,Chaos,1211,5,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1777893840,Crystal,72,8,PCT
Scarlet Rose,26616217,7,6,Spriggan,Chaos,1207,104,96ad88f23a708e8d6e391f669986d57c_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1777895775,Crystal,95,22,PLD
Shimori Bunihara,35166011,8,7,Raiden,Light,1083,0,c44c8fc68c230b1051ec35a527afe9ed_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1777893466,Crystal,36,0,SMN
Lybel Alyborias,25836089,9,8,Louisoix,Chaos,1017,0,a86b680e6c4e5e23befaaaf535a158de_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1777896328,Crystal,80,15,BTN
Raiden Thorne,27238016,10,12,Zodiark,Light,891,199,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1777895371,Crystal,15,6,BRD
Elohim Meth,60682611,11,9,Raiden,Light,889,0,0b14f1751b014118eca06236e1fdf2bf_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1777895787,Crystal,104,9,UNK
Dalik Mathis,9537863,12,108,Ragnarok,Chaos,787,787,fd4dde44208527cc20e58ba589d51f01_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1777894942,Crystal,34,24,GNB
Vanilla Blossom,41496807,13,10,Moogle,Chaos,702,0,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1777895374,Crystal,29,0,RPR
Loty Coldwind,36521588,14,13,Twintania,Light,699,99,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1777893374,Crystal,52,5,WAR
Mahou Mahou,5924021,15,11,Odin,Light,695,0,4c6afcfde744ebab926aa3423b6c4064_644311b63b607133c989d7c1188467dafc0.jpg?1777896172,Crystal,48,0,DRG
Lhei Tayun,25191408,16,19,Zodiark,Light,598,105,6ee93960f16da0ea5150fe1b7590dfa4_c274370774c6bc3483cc8740805f41bcfc0.jpg?1777894485,Crystal,63,8,BLM
Blue Cat,47356852,17,14,Twintania,Light,598,0,fc9492796dbee9f84ae010350ec7759c_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1777895057,Crystal,6,0,VPR
Miyu Edelfelt,21335430,18,15,Phoenix,Light,597,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1777896224,Crystal,65,0,SCH
Tei Tei,36611700,19,16,Odin,Light,596,0,21c224545e3d3af775a3d377c8e444bf_644311b63b607133c989d7c1188467dafc0.jpg?1777895938,Crystal,42,1,AST
Auelin Fae,18291844,20,17,Zodiark,Light,502,0,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1777893177,Crystal,15,0,NIN
Cat Wife,21099767,21,18,Zodiark,Light,500,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1777894759,Crystal,4,0,PLD
Tarutella Goldfish,4235488,22,23,Phoenix,Light,498,100,f269741c27ca22c02db955557e7283fa_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1777895273,Crystal,59,17,SGE
Ange Melrose,50267939,23,31,Omega,Chaos,498,200,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1777893968,Crystal,11,2,BRD
Toni Kroos,52385787,24,0,Twintania,Light,495,98,51ea95d392db97feb9c9d09ad8b50a58_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1777895607,Crystal,93,18,DNC
Prisma Tic,38791879,25,36,Cerberus,Chaos,493,282,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1777894978,Crystal,29,8,SMN
Akari Tsuki,31005286,26,27,Louisoix,Chaos,493,194,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1777895399,Crystal,25,4,MNK
Tsukuyo Ritlas,37800185,27,20,Odin,Light,401,0,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1777895367,Crystal,21,5,RDM
Maarato Cookie,20349526,28,21,Twintania,Light,399,0,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1777894893,Crystal,10,0,DRG
Meryll Enetari,24681550,29,22,Cerberus,Chaos,398,0,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1777893498,Crystal,68,13,DNC
Kimbi Aoe,24693270,30,26,Shiva,Light,310,0,67e0ddfb70faf5725a971d086cfdce61_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1777895040,Crystal,8,0,MCH
Yuripa Arashi,37731658,31,38,Shiva,Light,302,102,73ff0d0b3cc5f92ec79dabffa2bedf80_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1777896403,Crystal,20,1,FSH
Miyu Moon,58918526,32,0,Moogle,Chaos,301,0,1abf5ce3756f6fa0d1c5be2cd39491bc_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1777893203,Crystal,8,0,DRG
Xen Thique,40172078,33,28,Odin,Light,299,0,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1777893213,Crystal,2,0,SGE
Kure Reze,60508798,34,33,Zodiark,Light,298,3,c3aa9c4ce023f66eff5033f3e30792c2_c274370774c6bc3483cc8740805f41bcfc0.jpg?1777895145,Crystal,85,2,RPR
Yun' Yun,11341467,35,29,Cerberus,Chaos,298,0,df098ceed6d9cf14cf61cc4110cd6cb5_777c57311d510ca65dac3c1077dee435fc0.jpg?1777893239,Crystal,57,17,SMN
Slayn Lockmeier,43624360,36,30,Ragnarok,Chaos,298,0,6e8ed130575c22a15b32af255b35348b_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1777894118,Crystal,14,0,BLM
Thor Strom,35911315,37,42,Cerberus,Chaos,297,197,3826da79ed71141aec290f69127b5c79_777c57311d510ca65dac3c1077dee435fc0.jpg?1777893105,Crystal,58,17,GNB
Lex'ander Wayfarer,18009481,38,32,Odin,Light,297,0,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1777895062,Crystal,50,0,SAM
Shia Sun,1754600,39,34,Odin,Light,295,0,7550981ba488e5ebe919aa3cb39efbfa_644311b63b607133c989d7c1188467dafc0.jpg?1777895812,Crystal,12,0,PCT
Tyra Kett,26531277,40,35,Spriggan,Chaos,293,0,101b7ec48bba5c5e5b34fda1316c57bc_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1777894570,Crystal,43,0,BLM
Sotek Scherwil,486374,41,46,Twintania,Light,202,102,c881840c18d6c9fc415801f5f8240174_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1777895388,Crystal,37,4,NIN
Zot To,18725302,42,37,Cerberus,Chaos,201,0,852c16bac4fe7f528a8653c65704e818_777c57311d510ca65dac3c1077dee435fc0.jpg?1777895932,Crystal,6,0,WHM
Vaal Haigha,35745799,43,39,Alpha,Light,200,1,308c218b8f6918e78657e3d530133f33_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1777893165,Crystal,46,1,BSM
