name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Loty Coldwind,36521588,1,0,Twintania,Light,1487,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1766397456,Crystal,57,9,WAR
Cliffe Zanza,36074329,2,3,Spriggan,Chaos,1129,102,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1766396802,Crystal,38,14,NIN
Milk Jds,10570379,3,2,Zodiark,Light,1100,0,cf8503b76a559329b409ac7cfe329e0c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1766397555,Crystal,37,5,AST
Saboree Catboy,36051653,4,8,Spriggan,Chaos,901,298,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1766397374,Crystal,54,16,MNK
Marci Sidekick,41408431,5,10,Zodiark,Light,899,404,a9c3b41a05dec1fd191fe80f38009aa5_c274370774c6bc3483cc8740805f41bcfc0.jpg?1766397184,Crystal,32,15,DRG
Raiden Thorne,27238016,6,4,Zodiark,Light,891,0,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1766397543,Crystal,53,0,CUL
Miyu Edelfelt,21335430,7,5,Phoenix,Light,791,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1766398280,Crystal,56,6,SCH
Meryll Enetari,24681550,8,13,Cerberus,Chaos,698,302,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1766398033,Crystal,51,11,DNC
Mei Ko,35150838,9,6,Louisoix,Chaos,697,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1766397449,Crystal,61,11,BRD
Makoto Kurusu,52868514,10,14,Alpha,Light,695,300,8fbea6f85d026acc9443dee5147a6a0c_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1766399133,Crystal,65,8,MNK
Akari Tsuki,31005286,11,7,Louisoix,Chaos,618,0,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1766396982,Crystal,18,0,MCH
Vai Zol,38270926,12,20,Odin,Light,602,401,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1766397685,Crystal,30,15,RDM
Cat Wife,21099767,13,9,Zodiark,Light,507,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1766399317,Crystal,29,0,DRK
Toki Isur,16811472,14,48,Lich,Light,496,496,0f38ca26bcfe5c4c064998df2afabe35_7206469080400ed57a5373d0a9c55c59fc0.jpg?1766399238,Crystal,22,10,SGE
Sheidyn Windsor,30282791,15,16,Omega,Chaos,494,194,e3eaa192d0e2b6192580f940474cd0b5_39e25ac3d737c46452305eefe324372cfc0.jpg?1766397374,Crystal,31,6,RPR
Crow Xo,44749262,16,11,Zodiark,Light,399,0,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1766397557,Crystal,8,2,SCH
Selin Naari,16360751,17,65,Cerberus,Chaos,397,397,fb2c3681e2cb33bdcd7894d5aad0b9ec_777c57311d510ca65dac3c1077dee435fc0.jpg?1766397865,Crystal,119,23,DRG
Ase Escadora,42603487,18,12,Alpha,Light,397,0,78626e6cf6f07875d5ac9527a5bd0c4d_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1766399765,Crystal,26,0,DRK
Imy Pure,24943089,19,24,Cerberus,Chaos,396,296,2e46879ac1baf7fc77ec2de872a0461c_777c57311d510ca65dac3c1077dee435fc0.jpg?1766397241,Crystal,37,6,PLD
Lex'ander Wayfarer,18009481,20,19,Odin,Light,392,102,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1766400002,Crystal,47,14,VPR
Void Stellarvore,28691685,21,15,Raiden,Light,303,2,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1766398647,Crystal,16,1,MNK
Xen Thique,40172078,22,17,Odin,Light,300,0,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1766396918,Crystal,5,0,SMN
Shimori Bunihara,41866714,23,18,Phantom,Chaos,296,0,4f9bcdd015b43753cd5343c2e0825e93_f0a43d6e5eea19af337a176e9836acddfc0.jpg?1766396985,Crystal,20,0,PLD
Shia Sun,1754600,24,21,Odin,Light,200,0,7550981ba488e5ebe919aa3cb39efbfa_644311b63b607133c989d7c1188467dafc0.jpg?1766398332,Crystal,49,0,PCT
Prisma Tic,38791879,25,22,Cerberus,Chaos,200,0,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1766397434,Crystal,48,0,SGE
Wwwwwwwwww Wwwwwwwwww,22934838,26,73,Odin,Light,199,199,44b50a04ce7aed4e2c4699753f5b83bc_644311b63b607133c989d7c1188467dafc0.jpg?1766399200,Crystal,48,7,PLD
Ange Melrose,50267939,27,25,Omega,Chaos,199,99,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1766397561,Crystal,29,1,SMN
Yamizura Kumozuma,19652230,28,0,Twintania,Light,199,0,24bbc9cebf09eb83efcbc272c3085fd1_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1766399272,Crystal,4,0,SCH
Deadrise Mutombo,31730694,29,0,Ragnarok,Chaos,196,196,a382acb94313f23d966dd6d39d909bea_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1766396815,Crystal,56,39,GNB
Tensei Kaiten,46690911,30,32,Raiden,Light,100,100,d68fe2cd8b67b36a7f9904682b1aad12_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1766396994,Crystal,119,14,ALC
Farnese Fellcleave,24419493,31,29,Cerberus,Chaos,100,100,dcec016c4a6cd9a2bd3a2b73183f5a65_777c57311d510ca65dac3c1077dee435fc0.jpg?1766398143,Crystal,75,1,SAM
Sakurane Zero'yuurai,13075529,32,23,Ragnarok,Chaos,100,0,b65369d4b043831749f5fa45d2428e30_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1766398171,Crystal,35,0,GSM
Vanilla Blossom,41496807,33,26,Moogle,Chaos,100,0,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1766399794,Crystal,30,4,NIN
Tsukuyo Ritlas,37800185,34,30,Odin,Light,100,100,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1766399368,Crystal,27,1,RPR
Auelin Fae,18291844,35,75,Zodiark,Light,100,100,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1766398315,Crystal,19,11,DRG
Strom Valentine,19009916,36,27,Cerberus,Chaos,100,0,a8dc2ae24adfae999c388093e3e213e8_777c57311d510ca65dac3c1077dee435fc0.jpg?1766398346,Crystal,15,0,MCH
Dalik Mathis,9537863,37,28,Ragnarok,Chaos,100,0,fd4dde44208527cc20e58ba589d51f01_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1766397736,Crystal,12,0,DRK
Luca Natura,26126798,38,0,Omega,Chaos,0,0,aee9a8f332f96a4c5a45923c0e82782a_39e25ac3d737c46452305eefe324372cfc0.jpg?1766397800,Diamond,19,0,WAR
Sunie Dakwhil,12728791,39,44,Twintania,Light,0,0,4760f9b45bd6f71f83adbd97ab87eae3_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1766397160,Diamond,51,12,WAR
Kitashi Kurel,57457596,40,31,Zodiark,Light,0,0,759aea1481bd6cb72e3423ca3ebe2529_c274370774c6bc3483cc8740805f41bcfc0.jpg?1766399136,Diamond,30,7,UNK
Roy Dimgao,29524655,41,76,Omega,Chaos,0,0,320af7149c63c337e5826c2c2cc1bf37_39e25ac3d737c46452305eefe324372cfc0.jpg?1766397536,Diamond,98,16,WHM
Lunaelumen Heartless,3344766,42,33,Phoenix,Light,0,0,442c49c53db78614043ce10aa9733411_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1766398353,Diamond,47,2,SMN
Memento Mo'ri,1641495,43,34,Ragnarok,Chaos,0,0,86323bce84189061b1d71ff1dc25266a_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1766396924,Diamond,46,15,BTN
Mamiyama Kamimama,37371304,44,64,Spriggan,Chaos,0,0,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1766398994,Diamond,13,7,PCT
Moki Moki,14235486,45,0,Odin,Light,0,0,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1766399442,Diamond,10,0,MNK
Rhan Blackbell,58566811,46,88,Ragnarok,Chaos,0,0,cece90117e70879e1ef92411aecacb5b_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1766398879,Diamond,67,16,VPR
Laurie Adorable,48647813,47,35,Spriggan,Chaos,0,0,cae3f1cbe01c3d143b588c054809c02b_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1766398504,Diamond,31,2,WHM
Sweet Light,41777815,48,36,Spriggan,Chaos,0,0,2e6808627bd2b8f0f5f0377d20cbbbc5_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1766397546,Diamond,10,0,WHM
Franziska Hatia,6541981,49,37,Moogle,Chaos,0,0,3346d7c134c0675bdb576962512a264b_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1766397059,Diamond,93,12,SGE
Astra L-wind,59277519,50,37,Omega,Chaos,0,0,85dd0c219e9fd0335ae5466e4d341957_39e25ac3d737c46452305eefe324372cfc0.jpg?1766399693,Diamond,81,0,SMN
Based Miqote,46487952,51,39,Twintania,Light,0,0,5e2bb42e554586a20b050b7fd3f88e26_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1766398178,Diamond,42,14,UNK
Zot To,18725302,52,40,Cerberus,Chaos,0,0,852c16bac4fe7f528a8653c65704e818_777c57311d510ca65dac3c1077dee435fc0.jpg?1766400094,Diamond,19,0,AST
Brutal Killer,8885117,53,41,Raiden,Light,0,0,30c6a6207c7e93d407784888a7f29c97_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1766398967,Diamond,18,0,DRK
Maki Hatake,58256956,54,42,Omega,Chaos,0,0,f65bf40d95342ebe3141def95c5232bc_39e25ac3d737c46452305eefe324372cfc0.jpg?1766398342,Diamond,87,0,WHM
A'dyalani Sato,10026278,55,43,Odin,Light,0,0,d072994a22af88090aecf6e5a3b85c36_644311b63b607133c989d7c1188467dafc0.jpg?1766399307,Diamond,62,18,NIN
Delzor Waka,40194085,56,45,Odin,Light,0,0,bde30c4caff355f65cf9761727b12725_644311b63b607133c989d7c1188467dafc0.jpg?1766397445,Diamond,38,11,MCH
Neo Baka,38597003,57,47,Alpha,Light,0,0,0f9cb5aa64102380c9bd9028cd78b8d1_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1766397423,Diamond,29,4,GNB
Evaline Ra-kaifu,37526808,58,68,Alpha,Light,0,0,96a537579298d2ddb722aa9b834262cd_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1766398744,Diamond,28,8,DNC
Indigo Plateau,36110530,59,45,Odin,Light,0,0,4c00ab282042e71b2d627aafb68f14f3_644311b63b607133c989d7c1188467dafc0.jpg?1766397601,Diamond,27,0,PGL
Elia Frost,59323692,60,49,Spriggan,Chaos,0,0,01173bfd4d3bd682b07d6e9ac6dafd16_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1766400111,Diamond,109,10,SCH
Tali Corvus,39481421,61,50,Cerberus,Chaos,0,0,e5d40545d25c5cdb2fec15a111ec158a_777c57311d510ca65dac3c1077dee435fc0.jpg?1766397984,Diamond,90,28,WAR
Kimbi Aoe,24693270,62,51,Shiva,Light,0,0,67e0ddfb70faf5725a971d086cfdce61_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1766398850,Diamond,45,9,MCH
Autuas Au,37357840,63,115,Phantom,Chaos,0,0,5c8929453beb42fb1a167e93eca11abf_f0a43d6e5eea19af337a176e9836acddfc0.jpg?1766398692,Diamond,38,19,UNK
