name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Lybel Alyborias,25836089,1,0,Louisoix,Chaos,3366,0,a86b680e6c4e5e23befaaaf535a158de_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779110173,Ultima,210,0,RPR
Saboree Catboy,36051653,2,0,Spriggan,Chaos,3306,174,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779110492,Ultima,297,3,BTN
Lucy Lumi,35150838,3,0,Louisoix,Chaos,3095,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779109524,Ultima,284,3,DRG
Cliffe Zanza,36074329,4,0,Spriggan,Chaos,2923,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779111935,Omega,216,45,RPR
Miyu Moon,58918526,5,0,Moogle,Chaos,2780,0,1abf5ce3756f6fa0d1c5be2cd39491bc_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1779110259,Omega,89,18,SAM
Moki Moki,14235486,6,13,Odin,Light,2771,601,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1779109374,Omega,67,26,DRG
Crow Xo,44749262,7,6,Zodiark,Light,2694,22,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779110942,Omega,122,18,NIN
Lex'ander Wayfarer,18009481,8,20,Odin,Light,2664,798,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1779110889,Omega,146,20,SAM
Claire Hart,4540427,9,11,Ragnarok,Chaos,2599,377,063274896aa445e2aa87e44be3be1981_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1779109362,Omega,94,7,VPR
Mamiyama Kamimama,37371304,10,14,Spriggan,Chaos,2441,319,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779109744,Omega,108,19,PCT
Scarlet Rose,26616217,11,7,Spriggan,Chaos,2405,0,96ad88f23a708e8d6e391f669986d57c_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779109823,Omega,195,0,PLD
Aura Sphere,30657353,12,8,Zodiark,Light,2358,0,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779109716,Omega,155,29,PCT
Toni Kroos,52385787,13,9,Twintania,Light,2295,0,51ea95d392db97feb9c9d09ad8b50a58_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1779112359,Omega,186,0,AST
Akari Tsuki,31005286,14,10,Louisoix,Chaos,2278,0,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779111351,Omega,90,0,MNK
Miyu Edelfelt,21335430,15,12,Phoenix,Light,2174,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1779110259,Omega,199,24,AST
Loty Coldwind,36521588,16,15,Twintania,Light,2024,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1779112497,Omega,176,0,WAR
Taiya Li,41293767,17,16,Phoenix,Light,1959,0,7dc31b9a880ba3f36a3ef1208e0c5909_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1779112098,Omega,94,10,SMN
Vai Zol,38270926,18,17,Odin,Light,1910,0,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1779111478,Omega,156,8,RDM
Tyra Kett,26531277,19,18,Spriggan,Chaos,1907,0,101b7ec48bba5c5e5b34fda1316c57bc_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779112259,Omega,162,0,DRG
Meryll Enetari,24681550,20,19,Cerberus,Chaos,1887,0,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1779112366,Omega,219,13,DNC
Kyouko Owo,25629243,21,0,Louisoix,Chaos,1760,0,4fbeb17208a00397ad05eebfc2d20d2f_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779110932,Omega,95,0,WHM
Tarutella Goldfish,4235488,22,0,Phoenix,Light,1728,0,f269741c27ca22c02db955557e7283fa_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1779109610,Omega,181,0,SGE
Blue Cat,47356852,23,0,Twintania,Light,1702,0,fc9492796dbee9f84ae010350ec7759c_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1779111084,Omega,115,7,RPR
Xen Thique,40172078,24,26,Odin,Light,1699,99,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1779112588,Omega,45,1,WHM
Tsukuyo Ritlas,37800185,25,24,Odin,Light,1679,0,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1779112201,Omega,65,10,SAM
Raiden Thorne,27238016,26,25,Zodiark,Light,1667,0,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779112588,Omega,62,4,PLD
Tei Tei,36611700,27,41,Odin,Light,1600,299,21c224545e3d3af775a3d377c8e444bf_644311b63b607133c989d7c1188467dafc0.jpg?1779109622,Omega,186,5,MNK
Kure Reze,60508798,28,27,Zodiark,Light,1592,0,c3aa9c4ce023f66eff5033f3e30792c2_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779110760,Omega,256,4,SAM
Holos Ymir,35299241,29,28,Cerberus,Chaos,1588,0,f8029ed36fad032333305dfa455cddec_777c57311d510ca65dac3c1077dee435fc0.jpg?1779112349,Omega,77,0,BRD
Auelin Fae,18291844,30,29,Zodiark,Light,1576,0,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779111309,Omega,43,0,MNK
Elohim Meth,60682611,31,33,Raiden,Light,1526,14,0b14f1751b014118eca06236e1fdf2bf_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1779110366,Omega,278,27,UNK
Cat Wife,21099767,32,30,Zodiark,Light,1526,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779111371,Omega,56,0,GNB
Yun' Yun,11341467,33,31,Cerberus,Chaos,1520,0,df098ceed6d9cf14cf61cc4110cd6cb5_777c57311d510ca65dac3c1077dee435fc0.jpg?1779111393,Omega,264,18,WHM
Ange Melrose,50267939,34,32,Omega,Chaos,1518,0,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1779111305,Omega,145,12,BLM
Ase Escadora,42603487,35,34,Alpha,Light,1506,0,78626e6cf6f07875d5ac9527a5bd0c4d_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1779110763,Omega,131,0,BLM
Marina Aihara,29978429,36,64,Zodiark,Light,1487,593,5efa7f04908d73b3537e5b7b9264ac89_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779112090,Crystal,38,12,BRD
Misora Kaiatsa,25126040,37,35,Moogle,Chaos,1478,0,80fa199452585ab77d14128509576300_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1779110165,Crystal,80,6,RPR
Thor Strom,35911315,38,36,Cerberus,Chaos,1476,0,3826da79ed71141aec290f69127b5c79_777c57311d510ca65dac3c1077dee435fc0.jpg?1779110806,Crystal,181,0,SCH
Lylia Venis,13391767,39,37,Moogle,Chaos,1408,0,79af70239d663a69f312f0788f3cf927_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1779111446,Crystal,57,0,CUL
Makoto Kurusu,52868514,40,38,Alpha,Light,1384,0,8fbea6f85d026acc9443dee5147a6a0c_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1779112373,Crystal,151,0,SGE
Aurora Maou,26517539,41,47,Louisoix,Chaos,1380,207,433a49b5cc43b35afac03d97c50262f9_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779110762,Crystal,171,6,SMN
