name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Cliffe Zanza,36074329,1,0,Spriggan,Chaos,3982,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779975777,Ultima,267,0,DRG
Mamiyama Kamimama,37371304,2,0,Spriggan,Chaos,3895,0,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779973744,Ultima,153,0,PCT
Moki Moki,14235486,3,0,Odin,Light,3860,100,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1779973660,Ultima,139,3,DRG
Crow Kaien,44749262,4,0,Zodiark,Light,3573,0,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779974047,Ultima,133,0,BLM
Saboree Catboy,36051653,5,0,Spriggan,Chaos,3529,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1779975837,Ultima,391,10,MNK
Lybel Alyborias,25836089,6,0,Louisoix,Chaos,3366,0,a86b680e6c4e5e23befaaaf535a158de_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779976865,Ultima,242,0,RPR
Miyu Moon,58918526,7,0,Moogle,Chaos,3162,18,1abf5ce3756f6fa0d1c5be2cd39491bc_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1779976817,Ultima,140,4,SAM
Lucy Lumi,35150838,8,0,Louisoix,Chaos,3095,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779975634,Ultima,471,12,AST
Big Catfish,47870008,9,26,Cerberus,Chaos,3090,889,e1145112395cac897fb817226feefc06_777c57311d510ca65dac3c1077dee435fc0.jpg?1779974312,Ultima,157,18,SGE
Claire Hart,4540427,10,9,Ragnarok,Chaos,3083,0,063274896aa445e2aa87e44be3be1981_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1779975522,Ultima,106,0,DNC
Akari Tsuki,31005286,11,12,Louisoix,Chaos,2955,200,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1779973992,Omega,137,4,MNK
Miyu Edelfelt,21335430,12,10,Phoenix,Light,2912,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1779974194,Omega,285,0,PLD
Lex'ander Wayfarer,18009481,13,11,Odin,Light,2864,0,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1779975073,Omega,188,0,VPR
Loty Coldwind,36521588,14,13,Twintania,Light,2748,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1779976497,Omega,233,2,WAR
Raiden Thorne,27238016,15,14,Zodiark,Light,2736,0,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779976288,Omega,86,0,BRD
Meryll Enetari,24681550,16,15,Cerberus,Chaos,2734,0,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1779975356,Omega,286,5,DNC
Aura Sphere,30657353,17,16,Zodiark,Light,2544,0,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779976897,Omega,283,11,PCT
Tsukuyo Ritlas,37800185,18,0,Odin,Light,2542,105,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1779974507,Omega,96,4,RDM
Marci Sidekick,41408431,19,17,Zodiark,Light,2503,0,a9c3b41a05dec1fd191fe80f38009aa5_c274370774c6bc3483cc8740805f41bcfc0.jpg?1779975241,Omega,65,0,DRG
