name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Noga Cosnoh,12058107,1,0,Cactuar,Aether,100,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1667471411,Crystal,13,0,MCH
Regis Darsik,37234597,2,13,Gilgamesh,Aether,0,0,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1667469370,Diamond,8,4,DRK
Abjurae Andraste,26232840,3,24,Sargatanas,Aether,0,0,44f2f2e98c19e8a6fb1e92d9851c0d35_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1667469249,Diamond,18,15,GNB
John Darksouls,32702843,4,0,Adamantoise,Aether,0,0,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1667469073,Diamond,11,0,WAR
Sarah Montcroix,21257525,5,37,Siren,Aether,0,0,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1667470593,Diamond,7,6,RDM
Small Damage,16462000,6,21,Cactuar,Aether,0,0,f43579c4e28a81e8df4a052498746ee6_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1667468810,Diamond,19,9,BLM
Strolling Sapling,2190135,7,2,Adamantoise,Aether,0,0,5d14cd48e3d1d7f1c24bec20f7a98be4_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1667471135,Diamond,26,10,WHM
Xiao Baobao,34864246,8,17,Gilgamesh,Aether,0,0,b7292ab55f454a1e43ddd8b122b85c1f_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1667470851,Diamond,19,12,SMN
Seruna Miyaru,8134842,9,12,Gilgamesh,Aether,0,0,f022946d2d8441e36faee7b2b843a2ef_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1667470841,Diamond,18,13,RDM
Ashri Muran'khana,33095352,10,52,Gilgamesh,Aether,0,0,908a9ede0dccc29fa68ffdd5a275b1c6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1667471715,Diamond,13,13,RDM
Sofia Vali,30413144,10,3,Gilgamesh,Aether,0,0,54d52e2acb095db70bb5f7a1838ce627_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1667469980,Diamond,13,4,PLD
Sothis Tokiwa,31667900,12,7,Jenova,Aether,0,0,14aa79e5423acb079ba58635f9f39fe0_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1667469427,Diamond,8,4,ARM
Celesse Archon,5403993,13,0,Midgardsormr,Aether,0,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1667470893,Diamond,6,0,WHM
