name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Moki Moki,14235486,1,12,Odin,Light,3153,281,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1756029736,Ultima,365,13,DRG
Crow Xo,44749262,2,1,Zodiark,Light,3101,2,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1756029237,Ultima,85,3,AST
Snap Ringer,18714030,3,2,Omega,Chaos,3075,0,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1756029546,Ultima,194,0,NIN
Void Stellarvore,28691685,4,3,Raiden,Light,3070,0,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1756031502,Ultima,233,0,SAM
Prisma Tic,38791879,5,4,Cerberus,Chaos,3063,0,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1756028446,Ultima,304,0,SCH
Miyu Edelfelt,21335430,6,5,Phoenix,Light,3052,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1756030826,Ultima,285,0,SCH
Auelin Fae,18291844,7,6,Zodiark,Light,3042,0,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1756030593,Ultima,147,0,RDM
Cat Wife,21099767,8,7,Zodiark,Light,3031,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1756031185,Ultima,134,12,RDM
Vai Zol,38270926,9,18,Odin,Light,3022,389,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1756030604,Ultima,234,8,VPR
Raiden Senpai,27238016,10,22,Zodiark,Light,3018,758,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1756030590,Ultima,300,32,PCT
Saboree Catboy,36051653,11,8,Spriggan,Chaos,3014,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1756031313,Ultima,375,0,RDM
Mei Ko,35150838,12,9,Louisoix,Chaos,3013,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1756031478,Ultima,343,0,AST
Milk Jds,10570379,13,10,Zodiark,Light,3010,0,cf8503b76a559329b409ac7cfe329e0c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1756028928,Ultima,267,0,VPR
Xen Thique,40172078,14,11,Odin,Light,3005,0,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1756029161,Ultima,119,0,AST
Tsukuyo Ritlas,37800185,15,13,Odin,Light,2858,0,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1756030505,Omega,303,28,RDM
Luca Natura,26126798,16,14,Omega,Chaos,2752,0,aee9a8f332f96a4c5a45923c0e82782a_39e25ac3d737c46452305eefe324372cfc0.jpg?1756029430,Omega,364,24,WAR
Cliffe Zanza,36074329,17,15,Spriggan,Chaos,2728,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1756029573,Omega,401,27,SMN
Mamiyama Kamimama,37371304,18,16,Spriggan,Chaos,2713,0,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1756029866,Omega,142,0,PCT
Loty Coldwind,36521588,19,17,Twintania,Light,2662,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1756029309,Omega,335,34,WAR
Vanilla Blossom,41496807,20,19,Moogle,Chaos,2605,97,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1756028413,Omega,201,22,SAM
Tarutella Goldfish,4235488,21,20,Phoenix,Light,2443,0,f269741c27ca22c02db955557e7283fa_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1756029964,Omega,206,26,SGE
Fiven Fiven,24996868,22,21,Lich,Light,2443,0,f574b4a1ff1aade4f34a98795138319b_7206469080400ed57a5373d0a9c55c59fc0.jpg?1756031337,Omega,165,0,VPR
Sice Seven,15008161,23,25,Moogle,Chaos,2432,373,23657ac0d29f4bc5667ef1e00cf528f8_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1756031844,Omega,151,15,BRD
Slayn Lockmeier,43624360,24,23,Ragnarok,Chaos,2324,83,6e8ed130575c22a15b32af255b35348b_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1756029256,Omega,136,31,SAM
Shino Yaru,38308969,25,28,Phoenix,Light,2307,304,0662727bb913ed7fe3009f3542ea1e64_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1756028392,Omega,117,12,UNK
Blue Cat,47356852,26,43,Twintania,Light,2287,683,fc9492796dbee9f84ae010350ec7759c_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1756030471,Omega,189,40,SGE
Maarato Cookie,20349526,27,24,Twintania,Light,2187,0,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1756030028,Omega,140,0,SAM
