name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Tomo Kote,38176817,1,0,Gilgamesh,Aether,4238,0,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693647130,Crystal,117,0,SGE
Kilometer Immorales,48368792,2,0,Faerie,Aether,2906,0,405161d87d55818784f8e2d2d7b259e3_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693649564,Crystal,175,0,PLD
Jay Vermillion,20310837,3,4,Adamantoise,Aether,2595,83,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693648115,Crystal,103,5,PLD
Bryn Creature,48133438,4,3,Siren,Aether,2573,0,1ae67fab78b36dc1a625cdf6f4b9383d_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693649860,Crystal,156,4,SCH
Nanaya Shiki,46790422,5,0,Sargatanas,Aether,2273,0,ddaa72310af76fbf85ef9b09f69fa4cd_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693647671,Crystal,194,2,GNB
Mi Ly,37964161,6,7,Gilgamesh,Aether,2223,94,f3300c3e28b3c5b4a3767a587341831e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693648324,Crystal,194,2,AST
Chae Jun,48926232,7,6,Jenova,Aether,2170,0,6867d2a0d98663fb110195743443e308_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693648496,Crystal,189,0,MNK
Noga Cosnoh,12058107,8,0,Cactuar,Aether,2108,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693647679,Crystal,409,7,WAR
Thunderbina Loux,24258558,9,0,Cactuar,Aether,1994,0,fba25ed72613de033978f2e99c974234_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693650043,Crystal,98,0,SMN
Micro Uryade,37487800,10,0,Sargatanas,Aether,1973,0,d9df4db31e4d391c99006db3caa4b5f9_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693649834,Crystal,81,0,WAR
Merlin Emryss,9605720,11,0,Faerie,Aether,1929,0,87179f28ae17956a4d43567dadf6ea60_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693647582,Crystal,136,1,PLD
Vivian Infinity,28047694,12,0,Jenova,Aether,1887,0,c83b9df632f78216eef2bc401df0981b_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693647275,Crystal,128,0,RDM
Makoi Yukihira,13527096,13,0,Gilgamesh,Aether,1805,0,bba4173a32e0089243efb4fcef6ab6e0_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693648865,Crystal,63,0,DRG
John Darksouls,32702843,14,0,Adamantoise,Aether,1759,0,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693647584,Crystal,113,0,WAR
Violent Destruction,15630676,15,0,Sargatanas,Aether,1593,0,c083f4cad1411099af3da0de289d0959_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693650202,Crystal,210,0,WAR
Ice Flamingo,29302725,16,0,Siren,Aether,1495,0,61e82ae51c5f49e3167c99cb16ef2424_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693650665,Crystal,92,0,RDM
Mei Chan,37701772,17,0,Jenova,Aether,1484,0,6556e8c3419560ebdea0a25201d43122_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693649805,Crystal,80,0,SMN
Gala Aurora,41293767,18,0,Adamantoise,Aether,1479,0,7dc31b9a880ba3f36a3ef1208e0c5909_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693649858,Crystal,143,0,BLM
Nola Ustrina,1383977,19,0,Cactuar,Aether,1398,0,fe0089ca21e248dc5546d2eae49f43ae_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693647142,Crystal,40,0,GNB
Alba Sanare,22678236,20,0,Adamantoise,Aether,1371,0,9e9cbb3fa7c82f824b9b8d7499029b58_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693650557,Crystal,90,0,BLM
Shum One,31246227,21,31,Midgardsormr,Aether,1331,225,6a9ab1154c9d9a712cc039f45837db6d_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1693649568,Crystal,339,4,BLM
Tom Foolery',31672143,22,21,Adamantoise,Aether,1305,0,c55dc6b05c6b561eb93b0e67a94b6274_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693649021,Crystal,85,0,WHM
Norma Jeannie,28105106,23,22,Jenova,Aether,1272,0,bff6f64f1e9dd700a962c74db4bf4812_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693650305,Crystal,40,0,SMN
Alenora Wintersong,42967636,24,23,Adamantoise,Aether,1209,0,ed1d599894bc7afd3daf7ba4d07c1358_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693650389,Crystal,34,0,GNB
Sena Yehn,45889375,25,24,Adamantoise,Aether,1206,0,51a0c92192dd2a74b4baba06f531d30f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693648489,Crystal,66,0,NIN
Hibibi Hime,21944401,26,29,Faerie,Aether,1196,87,02a266bab02cb503b2c17d31583c183d_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693650192,Crystal,217,3,NIN
Neo Dymium,33030676,27,25,Siren,Aether,1183,0,24be6098cf7acc2de169d92917d3299f_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693647262,Crystal,213,6,DRG
Zeke Ewoza,38693513,28,26,Sargatanas,Aether,1177,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693650392,Crystal,71,0,NIN
Triple Weave,43430221,29,27,Gilgamesh,Aether,1134,0,448e541af9e0729692ff03a5909af4e2_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693648693,Crystal,117,3,MCH
Mason's Falls,48974651,30,28,Cactuar,Aether,1114,0,0270ee099a816a3f867287a0d699d33b_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693649829,Crystal,167,0,SMN
Ozz Derovar,3336916,31,30,Gilgamesh,Aether,1108,0,bd8648e1867ea0a862ba025cd96e12d2_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693650491,Crystal,135,0,WHM
Sarah Montcroix,21257525,32,0,Siren,Aether,1089,0,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693650291,Crystal,99,0,NIN
Bronze Warrior,49049156,33,0,Adamantoise,Aether,1080,0,0bdedcb16b87f121764e4a25174c2600_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693649107,Crystal,89,0,WAR
Small Damage,16462000,34,0,Cactuar,Aether,1024,0,f43579c4e28a81e8df4a052498746ee6_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693648167,Crystal,154,6,BLM
Shin Okusawa,31517299,35,0,Cactuar,Aether,1003,0,147d155f1720942c66dd0065cccaaca5_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693647504,Crystal,75,0,RDM
Alice Valencia,29202491,36,0,Sargatanas,Aether,999,0,960d9499704935997ec21dbdf1eecb6f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693649736,Crystal,91,0,MNK
Agreed Indeed,35442337,37,0,Cactuar,Aether,988,7,420d1175f93ad013aa9ab84ae2d42209_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693648585,Crystal,85,4,MCH
Unagi Box,34773273,38,68,Adamantoise,Aether,906,399,05a513d02b60c767bfb83440ab2d406b_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693649218,Crystal,214,11,MCH
Pets Please,46892542,39,38,Adamantoise,Aether,904,0,61f83d6ce3e8fb9a6abb4eeffc712db0_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693647486,Crystal,43,0,AST
Celesse Archon,5403993,40,39,Midgardsormr,Aether,874,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1693648125,Crystal,120,0,WHM
Silanah Sylphrena,45709349,41,66,Midgardsormr,Aether,817,225,353d000e66ebf6b7715ff5998504f784_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1693647503,Crystal,107,6,SCH
Saeko Tanaka,13920004,42,40,Gilgamesh,Aether,806,0,d967cad4d28fa636031aa84abd9758f6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693650464,Crystal,48,0,MCH
Awilix Kugimiya,26226248,43,41,Jenova,Aether,802,0,8f680ab0f84fcc7aff9593e12e18199d_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693650132,Crystal,143,0,BLM
Serif Spiegel,1791314,44,42,Adamantoise,Aether,799,0,ac0a0dda5f18422d576635299cd7a28f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693649116,Crystal,121,5,MCH
S'jay Sharks,18807626,45,43,Cactuar,Aether,797,0,68294efd5b1aeb5bd1a36477f7c0e3cf_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693649675,Crystal,35,0,RPR
Coffee Shop,28009419,46,48,Faerie,Aether,796,6,fef845b126f0f72e845d901306691d66_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693649232,Crystal,127,2,SCH
Brian Ricardo,9364090,47,44,Adamantoise,Aether,796,0,c00688b4ac9b567c1a4de9d648fbbff4_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693648226,Crystal,92,0,BLM
Patient Crystal,10075769,48,45,Cactuar,Aether,794,0,63d9d0d26b0e283ff014d7caa41cfba8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693648585,Crystal,41,0,GNB
Skiros Drakon,15909578,49,46,Jenova,Aether,792,0,dadd18d0de8266030985d4b404c7a977_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693649320,Crystal,354,0,GNB
Andros Lunari,38919488,50,47,Sargatanas,Aether,792,0,8833f678967938d2e79b8d993021ce3f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693650578,Crystal,38,0,NIN
Fat Cats,39235895,51,49,Faerie,Aether,787,0,b5e5b9251e1d34a0e4a218bdaa795d78_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693648072,Crystal,221,8,RPR
Tenar Lalelan,24483224,52,50,Faerie,Aether,728,0,d2a07a324d29f192eabbae6adeb2462b_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693647766,Crystal,167,0,DRG
Chibi Rex,13714691,53,51,Sargatanas,Aether,704,0,54be9d9fb3dbafa4495a177e96abf8d2_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693647305,Crystal,89,0,PLD
Itchy Armpit,34277371,54,58,Jenova,Aether,704,100,f0f3fc0da4b70df254bca4359f924dfe_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693647689,Crystal,73,2,BRD
Renna Nyahaha,31142896,55,52,Siren,Aether,702,0,741174ce0e592faa6e5d5eb587e4fd70_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693648126,Crystal,271,5,WHM
Urie Noire,46759682,56,53,Adamantoise,Aether,701,0,4f6d38fca706b78e67d7423aa4b7071f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693647241,Crystal,62,0,RDM
Mal Reynolds,1681647,57,54,Gilgamesh,Aether,699,0,df4cbe4968181159a519835a1c4b758a_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693650459,Crystal,230,0,DRK
Kestela August,24683361,58,55,Gilgamesh,Aether,615,0,17761792f1567b7dae5255a0f7677b00_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693648771,Crystal,84,0,DRG
Aibertain Mando,32541700,59,56,Jenova,Aether,605,0,8dec967ad48c9a703018a7445740a7f3_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693647966,Crystal,128,10,MCH
Axel Walker,5880394,60,57,Gilgamesh,Aether,604,0,43faf9b7419901bbf36772800a681e0b_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693649675,Crystal,185,0,SAM
Death Saves,1292656,61,59,Siren,Aether,600,0,25d8b67360c174755ba892462a199262_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693650102,Crystal,230,0,NIN
G'rahaha Teeheehee,46917577,62,60,Sargatanas,Aether,600,0,1b5b283bd35cefd3d4a9c4e42037317b_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693649737,Crystal,42,4,SMN
Yan Shua,33322665,63,61,Gilgamesh,Aether,600,0,265e19d9fb92e247223d1db417c91639_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693648659,Crystal,29,0,DNC
Sui Crimes,40590826,64,62,Jenova,Aether,599,0,d9e20203d7e239844746a433c141e712_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693650048,Crystal,101,0,SMN
Veloce Visrin,15058846,65,63,Faerie,Aether,599,0,d75393a9e68b713fa5f0cb4e2cb52e08_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693649128,Crystal,84,0,RDM
Rose Zero,49015262,66,64,Gilgamesh,Aether,597,0,967138e621f1f81e96d5b094f5625ede_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693647219,Crystal,78,0,GNB
Ricky Rice,4253733,67,65,Gilgamesh,Aether,596,0,376f608b403e1dc3697b8fee1470ab39_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693648486,Crystal,52,0,ALC
Rusheel Vasscus,2314921,68,67,Adamantoise,Aether,509,0,a4248cc27f1d518fee3b2b12da021669_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693649600,Crystal,73,0,SAM
Jarad Dragonstone,10891324,69,0,Jenova,Aether,503,0,c4b9560f2cb09fae3a1788f73a014bdc_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1693648314,Crystal,238,0,DNC
Naomi Miyumi,36845563,70,0,Adamantoise,Aether,502,0,bf11aaddefb932b991982753f774a1e8_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693648048,Crystal,75,0,DRG
Judith Heart,7476975,71,0,Adamantoise,Aether,497,0,1eee9cfaa08dec9c186293c02319972b_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1693648045,Crystal,94,0,RPR
Falma Fal,34088900,72,0,Cactuar,Aether,497,0,f4520106612c153b913bb72a64435437_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693647764,Crystal,81,0,MNK
Garden Crocota,44675246,73,0,Siren,Aether,496,0,20d57bd2a7c61944ee739820272f0bfc_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693647645,Crystal,51,0,RDM
Masaru Ren,3258475,74,0,Midgardsormr,Aether,494,0,79cbf6e41e65dedcf38f4c9150b6e134_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1693649862,Crystal,54,0,SAM
Wmwmwmwmwmwmw Soikky,9472774,75,0,Sargatanas,Aether,493,0,5ca5b5fc8e69aea8ad82df7fa206172f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693648409,Crystal,59,0,WHM
Regis Darsik,37234597,76,0,Gilgamesh,Aether,492,0,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693647354,Crystal,53,0,RPR
Doomballoon Dapingus,44483106,77,0,Midgardsormr,Aether,421,0,be3913b04bddadaf6db4349337e18b1e_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1693647663,Crystal,58,0,SAM
Oi Chon,37332178,78,0,Faerie,Aether,418,0,81f65d42541eb17fb3c98df84a6dcf86_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693648224,Crystal,149,0,MCH
Hrothmar Blackburns,28757856,79,0,Midgardsormr,Aether,416,0,ba6405bac0d5b1fb489962984f0d9fb9_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1693648663,Crystal,175,0,BLM
Suhr Zarek,21013113,80,0,Gilgamesh,Aether,408,0,55489166c3a63b4108165dac86c449d1_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693650462,Crystal,22,0,WHM
Lux Mas,23065843,81,0,Sargatanas,Aether,402,0,88a2ca0abf69b95b8d6893d740e04615_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1693648941,Crystal,169,8,RDM
Lynvara Stacia,14851122,82,0,Gilgamesh,Aether,400,198,fd42ad18aa9b597063b63ef5eec615fb_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693650122,Crystal,36,6,SGE
Iris Xi,11389839,83,82,Faerie,Aether,399,0,caffbf014feac48a35c9baaf5130f78a_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1693650565,Crystal,55,0,DRG
The Hollow,18340572,84,83,Cactuar,Aether,398,0,aa4594008fba37b0df606c5c9a47756f_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1693650014,Crystal,70,0,DRG
A'trea Nex,46377483,85,84,Gilgamesh,Aether,398,0,60f40a0a72a3b04bc8b97b545e397d3e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1693647909,Crystal,46,0,BLM
Kiliko Pela,35408583,86,85,Siren,Aether,398,0,e040e6a4c22d26aef631c1c4152ba9d2_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1693648662,Crystal,41,0,DRK
