name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Slayn Lockmeier,43624360,1,0,Ragnarok,Chaos,5021,145,6e8ed130575c22a15b32af255b35348b_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1758363523,Ultima,387,24,PLD
Loty Coldwind,36521588,2,0,Twintania,Light,4838,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1758362436,Ultima,628,12,WAR
Crow Xo,44749262,3,4,Zodiark,Light,4694,105,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1758361525,Ultima,120,8,NIN
Cliffe Zanza,36074329,4,3,Spriggan,Chaos,4680,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1758362507,Ultima,527,0,DRK
Saboree Catboy,36051653,5,0,Spriggan,Chaos,4487,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1758364194,Ultima,722,16,MNK
Sice Seven,15008161,6,8,Moogle,Chaos,4262,200,23657ac0d29f4bc5667ef1e00cf528f8_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1758363696,Ultima,267,8,BRD
Milk Jds,10570379,7,10,Zodiark,Light,4195,399,cf8503b76a559329b409ac7cfe329e0c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1758363631,Ultima,501,7,AST
Vai Zol,38270926,8,6,Odin,Light,4114,0,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1758364435,Ultima,309,0,RDM
Raiden Senpai,27238016,9,0,Zodiark,Light,4078,87,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1758363794,Ultima,381,2,RPR
Vanilla Blossom,41496807,10,7,Moogle,Chaos,4076,0,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1758363941,Ultima,465,12,MCH
