name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Snap Ringer,18714030,1,0,Omega,Chaos,2494,91,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1755079623,Omega,133,17,AST
Cat Wife,21099767,2,0,Zodiark,Light,2363,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1755081078,Omega,88,0,RDM
Miyu Edelfelt,21335430,3,0,Phoenix,Light,1881,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1755081466,Omega,208,26,AST
Crow Xo,44749262,4,7,Zodiark,Light,1795,206,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1755079336,Omega,55,4,RDM
Mamiyama Kamimama,37371304,5,10,Spriggan,Chaos,1794,298,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1755080721,Omega,79,12,PCT
Auelin Fae,18291844,6,4,Zodiark,Light,1780,0,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1755079538,Omega,92,0,RDM
Mei Ko,35150838,7,6,Louisoix,Chaos,1703,110,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1755081225,Omega,183,11,WHM
Loty Coldwind,36521588,8,5,Twintania,Light,1696,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1755079017,Omega,132,4,WAR
Vanilla Blossom,41496807,9,12,Moogle,Chaos,1674,201,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1755081124,Omega,106,8,PLD
Saboree Catboy,36051653,10,8,Spriggan,Chaos,1652,99,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1755079339,Omega,158,7,RPR
Fiven Fiven,24996868,11,0,Lich,Light,1599,104,f574b4a1ff1aade4f34a98795138319b_7206469080400ed57a5373d0a9c55c59fc0.jpg?1755079965,Omega,40,4,GNB
Milk Jds,10570379,12,9,Zodiark,Light,1524,22,cf8503b76a559329b409ac7cfe329e0c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1755081011,Omega,130,22,SMN
Void Stellarvore,28691685,13,16,Raiden,Light,1501,292,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1755078298,Omega,193,30,SAM
Veera Vermillion,36611700,14,27,Odin,Light,1492,691,21c224545e3d3af775a3d377c8e444bf_644311b63b607133c989d7c1188467dafc0.jpg?1755079302,Crystal,113,19,MCH
Shia Sun,1754600,15,17,Odin,Light,1492,298,7550981ba488e5ebe919aa3cb39efbfa_644311b63b607133c989d7c1188467dafc0.jpg?1755079968,Crystal,84,6,BRD
Raiden Senpai,27238016,16,18,Zodiark,Light,1483,382,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1755080598,Crystal,142,37,RPR
Prisma Tic,38791879,17,15,Cerberus,Chaos,1448,158,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1755081154,Crystal,167,19,SCH
Cliffe Zanza,36074329,18,13,Spriggan,Chaos,1385,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1755080497,Crystal,132,14,DRK
Moki Moki,14235486,19,14,Odin,Light,1311,0,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1755081338,Crystal,170,1,CUL
Vai Zol,38270926,20,19,Odin,Light,1286,201,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1755078909,Crystal,97,8,RDM
Lex'ander Wayfarer,18009481,21,0,Odin,Light,1212,218,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1755079545,Crystal,101,12,SAM
Misora Kaiatsa,25126040,22,0,Moogle,Chaos,1194,205,80fa199452585ab77d14128509576300_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1755081448,Crystal,87,12,RDM
Lybel Alyborias,25836089,23,26,Louisoix,Chaos,1079,274,a86b680e6c4e5e23befaaaf535a158de_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1755081794,Crystal,137,10,VPR
Ase Escadora,42603487,24,20,Alpha,Light,1004,0,78626e6cf6f07875d5ac9527a5bd0c4d_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1755079237,Crystal,120,0,DRK
Xen Thique,40172078,25,23,Odin,Light,993,89,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1755080593,Crystal,70,8,WHM
Tsukuyo Ritlas,37800185,26,24,Odin,Light,895,0,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1755081519,Crystal,139,12,RDM
Sotek Scherwil,486374,27,25,Twintania,Light,888,9,c881840c18d6c9fc415801f5f8240174_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1755078361,Crystal,117,16,PLD
Akari Tsuki,31005286,28,29,Louisoix,Chaos,803,101,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1755080758,Crystal,59,3,SMN
Meryll Enetari,24681550,29,36,Cerberus,Chaos,802,200,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1755078758,Crystal,148,15,DNC
Taiya Li,41293767,30,28,Phoenix,Light,797,0,7dc31b9a880ba3f36a3ef1208e0c5909_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1755081584,Crystal,72,0,MNK
White Flow,27405246,31,78,Shiva,Light,794,694,fb627f70a20185a985e94a697da7baa5_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1755079780,Crystal,40,7,WHM
Ange Melrose,50267939,32,33,Omega,Chaos,704,12,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1755081334,Crystal,80,8,RDM
Ame Sarara,17231289,33,45,Phoenix,Light,702,303,9225bedb3945fd2a59d84ce2ebab6517_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1755078683,Crystal,148,6,VPR
Voudi Steppi,4262422,34,30,Shiva,Light,699,0,a5ba738317cb8ce27c5b53bf0ac071c1_3fbff0e6b620e4d259dc427abc6574dafc0.jpg?1755081711,Crystal,146,23,DRG
