name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Snap Ringer,18714030,1,2,Omega,Chaos,3075,581,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1755426182,Ultima,194,18,MIN
Loty Coldwind,36521588,2,1,Twintania,Light,2571,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1755426451,Omega,212,14,WAR
Prisma Tic,38791879,3,4,Cerberus,Chaos,2449,196,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1755425157,Omega,203,9,WHM
Cat Wife,21099767,4,3,Zodiark,Light,2441,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1755423712,Omega,101,0,NIN
Void Stellarvore,28691685,5,8,Raiden,Light,2286,195,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1755426824,Omega,206,6,SAM
Saboree Catboy,36051653,6,5,Spriggan,Chaos,2235,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1755425166,Omega,225,17,MNK
Maarato Cookie,20349526,7,24,Twintania,Light,2187,596,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1755425002,Omega,73,19,GNB
Mamiyama Kamimama,37371304,8,9,Spriggan,Chaos,2119,101,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1755425066,Omega,112,3,PCT
Moki Moki,14235486,9,6,Odin,Light,2107,0,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1755426124,Omega,237,14,DRG
Cliffe Zanza,36074329,10,7,Spriggan,Chaos,2102,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1755425864,Omega,209,14,BLM
Crow Xo,44749262,11,12,Zodiark,Light,2097,299,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1755424326,Omega,71,4,WAR
