name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Zetsu Kaiza,15922703,1,0,Jenova,Aether,1103,401,976656a732f9f9c5e7a1b68ece523bdf_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1662285787,Crystal,98,5,DRG
American Hero,44163929,2,0,Sargatanas,Aether,988,400,806fe0d7926801138ad67d6d4ad9d24b_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1662285289,Crystal,64,4,DRG
Azalyn Xo,33695596,3,0,Gilgamesh,Aether,495,0,0a7db8993a7f4f16561cc84a302eff7d_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662286613,Crystal,53,3,NIN
F'zula Alleal,8158413,4,32,Gilgamesh,Aether,399,299,dbc8d7057df4d58738303da52483bcfa_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662286345,Crystal,59,5,MCH
Noga Cosnoh,12058107,5,4,Cactuar,Aether,395,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662284549,Crystal,82,18,BLM
Strolling Sapling,2190135,6,5,Adamantoise,Aether,392,0,5d14cd48e3d1d7f1c24bec20f7a98be4_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1662285185,Crystal,80,0,SGE
First Name,39082032,7,6,Gilgamesh,Aether,307,0,f61b7a515f332494dbc997024a22504d_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662287419,Crystal,103,13,SGE
Celesse Archon,5403993,8,7,Midgardsormr,Aether,305,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1662286079,Crystal,81,0,DRK
Tomo Kote,38176817,9,14,Gilgamesh,Aether,299,100,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662284654,Crystal,65,1,SAM
Sir Moon,17116119,10,8,Cactuar,Aether,295,0,35721490b40b9de650ca6049c2c305f8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662286881,Crystal,49,0,BLM
Luceid Shadowsoul,5800433,11,9,Faerie,Aether,203,0,843e8dba8157ce8b828f6c92effb4867_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1662284544,Crystal,188,1,MIN
Jay Vermillion,20310837,12,21,Adamantoise,Aether,202,102,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1662285170,Crystal,93,2,MNK
Gogobu Gobu,38086447,13,10,Siren,Aether,201,0,df51afb61a6d14fa9a2923cdb99d83b5_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1662287477,Crystal,42,0,RDM
San Za,29526979,14,11,Cactuar,Aether,200,0,63263c4a5f9488c7c73e49af0fc87bfb_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662287439,Crystal,147,2,DRG
Gyomei Hime-jima,2514489,15,17,Gilgamesh,Aether,199,99,bde951d370b4b5ef1796a2c10cd9b59b_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662285985,Crystal,150,1,BLM
Zadnor Sasquatch,32616815,16,12,Sargatanas,Aether,199,0,1a436f99cce5b13112b9f9000f32fa21_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1662285627,Crystal,83,0,GNB
Munch- Lunch,29736851,17,13,Cactuar,Aether,199,0,ff370497f334f348f9e023ce66c3caa3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662286882,Crystal,70,0,GNB
Leon Nightbane,24304759,18,15,Cactuar,Aether,197,0,230fb00f4e0307283f16d0bcef33f884_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662285898,Crystal,122,0,BRD
Gala Aurora,41293767,19,56,Adamantoise,Aether,100,100,7dc31b9a880ba3f36a3ef1208e0c5909_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1662285067,Crystal,173,5,SGE
Tohgado Megado,38365878,20,16,Adamantoise,Aether,100,0,e24039a37310e592079a628de162cf3a_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1662286060,Crystal,153,0,SAM
Andros Lunari,38919488,21,18,Sargatanas,Aether,100,0,8833f678967938d2e79b8d993021ce3f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1662286693,Crystal,121,0,NIN
Ruka Nanaboshi,31800706,22,37,Sargatanas,Aether,100,100,9cc143709473a3d92eaf75d2ed6a6fbe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1662284800,Crystal,120,1,SGE
Sarah Montcroix,21257525,23,59,Siren,Aether,100,100,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1662285787,Crystal,117,17,BLM
Revna Londor,24258558,24,0,Cactuar,Aether,100,100,fba25ed72613de033978f2e99c974234_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662287162,Crystal,106,11,WHM
Emma Sah'mae,34788325,25,50,Midgardsormr,Aether,100,100,89781d7fe360793c4ed7316c7c3ddafb_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1662284474,Crystal,102,8,AST
No Surprises,28084139,26,19,Gilgamesh,Aether,100,0,6f6cfa78afa2110b817ea8f74d5bf0b7_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662287253,Crystal,98,0,NIN
Say So,37496286,26,19,Midgardsormr,Aether,100,0,9ff96347a5d80cd9ccb2de3bdfc90433_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1662285982,Crystal,98,0,SCH
Death Saves,1292656,28,74,Siren,Aether,100,100,25d8b67360c174755ba892462a199262_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1662286611,Crystal,90,8,NIN
The Flamingfer,5929205,28,22,Gilgamesh,Aether,100,0,ca1648c63a27bbddb09764a0291c2322_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662286435,Crystal,90,0,PLD
Original Ninomae,35808978,30,23,Adamantoise,Aether,100,0,b244a7412043a7dd35bae3d62114182d_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1662286158,Crystal,88,0,SGE
S'jay Sharks,18807626,31,24,Cactuar,Aether,100,0,68294efd5b1aeb5bd1a36477f7c0e3cf_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662286855,Crystal,85,0,SMN
Pat Head,495997,32,40,Gilgamesh,Aether,100,100,a9ebc756d0bc6ceb96c2659fd5151dcd_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662285378,Crystal,84,2,WHM
Suzume Akarin,2268644,33,25,Cactuar,Aether,100,0,7931b325e192ce80f52beef56f8373fb_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662287509,Crystal,83,0,GNB
Aurellia Weaver,3452041,34,26,Faerie,Aether,100,0,c06ba7c8be951a67969dce3dab88eff2_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1662286836,Crystal,79,0,SAM
Regis Darsik,37234597,34,41,Gilgamesh,Aether,100,100,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662286839,Crystal,79,4,SMN
Aiv Vindheart,44326246,36,27,Midgardsormr,Aether,100,0,67486c7927379ae1f6720b5d998c0a18_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1662286536,Crystal,76,0,CNJ
Drathus Von'tenebrae,4217866,37,0,Jenova,Aether,100,100,3fff0d48ad606c3dd770718289eef74b_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1662285648,Crystal,72,10,MNK
Oni Tonii,44676059,38,28,Midgardsormr,Aether,100,0,1dcbc999964ff024318d6d7ffd6bea47_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1662287731,Crystal,71,0,MCH
Echo Derp,24796730,39,29,Faerie,Aether,100,0,40e3aa3e70759498a5fc4ebf0f986166_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1662285822,Crystal,67,0,GNB
Seruna Miyaru,8134842,40,30,Gilgamesh,Aether,100,0,f022946d2d8441e36faee7b2b843a2ef_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662285441,Crystal,66,0,SCH
Auto Silence,35089171,41,52,Gilgamesh,Aether,100,100,f662f8241425bfd1aa5fad050891a296_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662284743,Crystal,64,12,DNC
Carna Sato,37623830,42,68,Cactuar,Aether,100,100,7d53a644b36e6edf2609e2c489146bac_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662285600,Crystal,58,10,NIN
Haruka Shimizu,34615369,43,31,Jenova,Aether,100,0,f33a9934026108afd52be2c8ad41670a_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1662284364,Crystal,55,0,SAM
Yuri Tsukihana,30386598,44,33,Jenova,Aether,100,0,99095be4258299ff7d0d0ac0b6486022_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1662284393,Crystal,48,0,SAM
Lalafell Debuff,41359586,45,34,Gilgamesh,Aether,100,0,b227a63135ff4c8fad44674394802849_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662287714,Crystal,44,0,NIN
Ai Ae,33773403,46,35,Faerie,Aether,100,0,456d6a6ec842faf7e7efc5a91a4a1b5e_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1662286961,Crystal,41,0,RDM
Mucc Muqq,39719683,47,36,Cactuar,Aether,0,0,a41fd861be7db05a1f7de0c5d20c7219_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1662284635,Diamond,239,9,WHM
Zeke Ewoza,38693513,48,38,Sargatanas,Aether,0,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1662285717,Diamond,116,15,RPR
Venus Gamberro,28215069,49,69,Gilgamesh,Aether,0,0,08ed30e993cffce89eb7b717e13e196c_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1662287431,Diamond,90,4,RPR
Caelia Sana,26728285,50,0,Jenova,Aether,0,0,7a6e2e6f959fd50491184dfc4c51b953_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1662284647,Diamond,87,31,SCH
Willielmus Lannis,9961810,50,39,Siren,Aether,0,0,dfcf8b0d9668568d9792c854be7cb44a_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1662287597,Diamond,87,0,SGE
