name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Jay Verhundred,43607851,1,0,Adamantoise,Aether,3295,0,6fb8bbfadad1988c1cab071cf876eb5c_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1675247330,Crystal,142,0,MNK
Celia Leda,9656365,2,0,Midgardsormr,Aether,3248,0,851ffb273f9121f6db0428e3cf1554d0_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1675245260,Crystal,139,0,MCH
John Darksouls,32702843,3,0,Adamantoise,Aether,1996,1,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1675247414,Crystal,196,3,PLD
Umi Chan,15473566,4,0,Gilgamesh,Aether,1982,0,ee18d3050e87a31ae374dbae2b5e03cd_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1675246707,Crystal,67,0,SGE
Eve Belle,24747433,5,0,Cactuar,Aether,1924,0,e186dbe1f678f84c9f94960d15dbfde3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1675245513,Crystal,72,0,DRG
Zeke Ewoza,38693513,6,0,Sargatanas,Aether,1875,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1675246295,Crystal,166,8,NIN
Emah Sah'mae,20640929,7,0,Midgardsormr,Aether,1779,0,7749b8db0685830b9732b3ea97e5cc16_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1675247432,Crystal,88,0,SCH
Jarad Dragonstone,10891324,8,0,Jenova,Aether,1519,0,c4b9560f2cb09fae3a1788f73a014bdc_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1675244351,Crystal,121,0,DNC
Merlin Emryss,9605720,9,0,Faerie,Aether,1517,0,87179f28ae17956a4d43567dadf6ea60_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1675247046,Crystal,75,0,PLD
Xy Xx',42725250,10,0,Gilgamesh,Aether,1503,0,166a60a7c403f13c6dd234baa653edca_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1675246719,Crystal,81,0,NIN
Patient Crystal,10075769,11,33,Cactuar,Aether,1400,500,63d9d0d26b0e283ff014d7caa41cfba8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1675246160,Crystal,51,9,GNB
Kinda Smol,43182596,12,11,Cactuar,Aether,1385,0,1dc4918b5370029e28bea595eaa6ddd3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1675246352,Crystal,64,1,MCH
Celesse Archon,5403993,13,12,Midgardsormr,Aether,1373,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1675244454,Crystal,74,0,RDM
Alba Sanare,22678236,14,21,Adamantoise,Aether,1289,194,9e9cbb3fa7c82f824b9b8d7499029b58_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1675245979,Crystal,118,3,SMN
Ni Xi,42307832,15,13,Jenova,Aether,1286,0,f7daf93ee9ef727ed5b5bfa683051922_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1675245300,Crystal,28,0,SCH
Regis Darsik,37234597,16,14,Gilgamesh,Aether,1285,0,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1675247327,Crystal,103,10,SMN
Tomo Kote,38176817,17,20,Gilgamesh,Aether,1205,101,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1675244265,Crystal,53,10,DNC
Sir Moon,17116119,18,15,Cactuar,Aether,1202,0,35721490b40b9de650ca6049c2c305f8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1675244446,Crystal,48,0,DRG
