name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Jay Vermillion,20310837,1,0,Adamantoise,Aether,1684,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686216930,Crystal,101,9,SAM
Passing Assassin,43420754,2,0,Sargatanas,Aether,1367,201,ae4e3ad6fe593651e8f62ed2285b7997_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686218288,Crystal,44,2,DNC
Eve Belle,24747433,3,17,Cactuar,Aether,1286,789,e186dbe1f678f84c9f94960d15dbfde3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686219175,Crystal,40,12,DRG
Regis Darsik,37234597,4,5,Gilgamesh,Aether,1211,197,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686219647,Crystal,64,3,SMN
Noga Cosnoh,12058107,5,3,Cactuar,Aether,1108,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686218537,Crystal,95,0,RPR
Jarad Dragonstone,10891324,6,4,Jenova,Aether,1031,0,c4b9560f2cb09fae3a1788f73a014bdc_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1686220265,Crystal,196,0,MCH
Ed Wee,21335212,7,16,Midgardsormr,Aether,1015,496,9b75f6e1c499f3ed9db2f92385375968_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686217722,Crystal,107,14,BLM
Yuyuko Kitajima,10308693,8,6,Sargatanas,Aether,911,0,c68a5824cd716e8778afd8770a42c665_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686219222,Crystal,108,0,WAR
Merlin Emryss,9605720,9,7,Faerie,Aether,896,103,87179f28ae17956a4d43567dadf6ea60_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1686216738,Crystal,73,3,SCH
Alenora Wintersong,42967636,10,15,Adamantoise,Aether,796,197,ed1d599894bc7afd3daf7ba4d07c1358_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686219896,Crystal,36,7,BLM
Zeke Ewoza,38693513,11,0,Sargatanas,Aether,784,95,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686218358,Crystal,96,4,DRG
Thunderbina Loux,24258558,12,8,Cactuar,Aether,728,0,fba25ed72613de033978f2e99c974234_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686217297,Crystal,48,0,DNC
Shin Okusawa,31517299,13,12,Cactuar,Aether,708,99,147d155f1720942c66dd0065cccaaca5_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686217026,Crystal,33,1,RDM
Tomo Kote,38176817,14,10,Gilgamesh,Aether,702,7,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686218890,Crystal,25,4,RDM
Wmwmwmwmwmwmw Soikky,9472774,15,9,Sargatanas,Aether,698,0,5ca5b5fc8e69aea8ad82df7fa206172f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686219617,Crystal,45,0,MNK
Ruka Rukaka,34081156,16,33,Jenova,Aether,688,392,32228868c24b05da69088fd2eddcfa9d_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1686219903,Crystal,39,5,DRK
John Darksouls,32702843,17,13,Adamantoise,Aether,606,0,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686217123,Crystal,57,4,PLD
Living Proof,21944401,18,19,Faerie,Aether,604,194,02a266bab02cb503b2c17d31583c183d_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1686216828,Crystal,125,5,NIN
Farsa Aed,5068221,19,14,Midgardsormr,Aether,603,0,176d431db8a76185fe97af104836ac24_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686219618,Crystal,41,0,DNC
Doomballoon Dapingus,44483106,20,23,Midgardsormr,Aether,503,102,be3913b04bddadaf6db4349337e18b1e_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686216736,Crystal,37,7,SAM
Radanis Luminacht,16920977,21,18,Sargatanas,Aether,411,0,b371d311f8b15d14c5d5b08dda36ab7f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686217910,Crystal,103,0,WAR
Original Dsi,35808978,22,20,Gilgamesh,Aether,405,0,b244a7412043a7dd35bae3d62114182d_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686218979,Crystal,20,0,BRD
Zyl Tsujirie,15186036,23,21,Cactuar,Aether,404,0,ca7c092874dc6fe39bb67a657160dbc2_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686218714,Crystal,149,6,RPR
S'jay Sharks,18807626,24,22,Cactuar,Aether,404,0,68294efd5b1aeb5bd1a36477f7c0e3cf_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686217715,Crystal,29,0,WHM
Agreed Indeed,35442337,25,24,Cactuar,Aether,401,1,420d1175f93ad013aa9ab84ae2d42209_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686217535,Crystal,50,1,SGE
Oi Chon,37332178,26,25,Faerie,Aether,399,0,81f65d42541eb17fb3c98df84a6dcf86_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1686219089,Crystal,94,0,MCH
Emah Sah'mae,20640929,27,26,Midgardsormr,Aether,398,0,7749b8db0685830b9732b3ea97e5cc16_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686217203,Crystal,36,0,MCH
Zeltra Embres,47905649,28,27,Sargatanas,Aether,397,0,557af7fe259e99a60e9017892644d370_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686219988,Crystal,51,0,MNK
Sarah Montcroix,21257525,29,28,Siren,Aether,395,0,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1686217749,Crystal,110,0,NIN
Annie Op,36750440,30,29,Midgardsormr,Aether,395,0,78df6a4b3eb60f864bb5f3a1f955a562_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686216751,Crystal,79,0,AST
Zauber Vormund,20615043,31,30,Gilgamesh,Aether,302,0,797226ce379ccb819e23918455ad870a_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686219702,Crystal,92,0,WAR
Rusheel Vasscus,2314921,32,31,Adamantoise,Aether,302,0,a4248cc27f1d518fee3b2b12da021669_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686219172,Crystal,84,1,WHM
Azure Root,26175645,33,32,Adamantoise,Aether,300,0,5f2571d75ead95a7f736ac05a2104d8c_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686217180,Crystal,72,0,DNC
Lunamarie Hayashi,3449636,34,0,Midgardsormr,Aether,201,0,e8b90a5b94c0338ec8ea84adc5b9c1c5_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686217024,Crystal,60,0,SMN
Nola Ustrina,1383977,35,42,Cactuar,Aether,201,98,fe0089ca21e248dc5546d2eae49f43ae_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686220060,Crystal,35,4,GNB
This-is-not Annie,43405738,36,35,Midgardsormr,Aether,200,0,13f2e55017b2e0b819ad708b60585689_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686219368,Crystal,92,5,AST
Silver Deeds,11519691,37,50,Cactuar,Aether,200,100,8d84bac8c0e8693bfa68303049fcc99f_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686217911,Crystal,86,1,WHM
Daeis Arc,31556437,38,36,Siren,Aether,200,0,a6f89bb3c06524a4b469909fd9e6cb4e_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1686217746,Crystal,48,0,DRK
Frog Third,32556549,39,37,Adamantoise,Aether,199,0,3d02d317a157fdfc7cd02cbb9d7af5fe_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686219080,Crystal,149,0,FSH
Hana Melei,29007768,40,0,Midgardsormr,Aether,199,199,13b926c8681db5acd1088e5dec29a5e2_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686217180,Crystal,57,5,WAR
Omaewa'mou Shindeiru,2954629,41,97,Jenova,Aether,199,199,673c9f2b40f6c1723525605b6bbbb3ed_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1686219028,Crystal,46,3,DRG
Haha Unless,35825889,42,38,Faerie,Aether,199,0,3c249691791cbe0f2fb3ccc230c9a4e4_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1686218723,Crystal,25,0,MNK
Serif Spiegel,1791314,43,39,Adamantoise,Aether,198,0,ac0a0dda5f18422d576635299cd7a28f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686219073,Crystal,81,0,DRG
Tannissa Rockbell,30731476,44,40,Cactuar,Aether,196,0,b891e379616ab4c994b8e39e05ae6002_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686219968,Crystal,73,0,WHM
Lyre Dye,45607849,45,41,Adamantoise,Aether,196,0,2daf4e32eed8bd4e607c6ae60379708a_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686216857,Crystal,46,0,DNC
Raphtalia Solari,8126326,46,77,Adamantoise,Aether,195,95,baeca36f0f50dbb796496ea18e58ee30_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686217813,Crystal,30,1,PLD
Sui Crimes,40590826,47,43,Jenova,Aether,100,0,d9e20203d7e239844746a433c141e712_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1686218018,Crystal,196,0,SGE
Death Saves,1292656,48,44,Siren,Aether,100,0,25d8b67360c174755ba892462a199262_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1686217099,Crystal,171,0,SAM
Kare Thunderfist,38266103,49,99,Cactuar,Aether,100,100,7ce5076c857a0630e8b2db189ce734ab_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686219180,Crystal,146,5,MNK
Nephry Lemuri,35998784,50,45,Sargatanas,Aether,100,0,866871a6c94548b6f495d930247b2479_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686219375,Crystal,132,0,RDM
Silanah Sylphrena,45709349,51,79,Midgardsormr,Aether,100,100,353d000e66ebf6b7715ff5998504f784_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686218351,Crystal,112,7,MCH
Star Eater,3331179,52,46,Adamantoise,Aether,100,0,1735ffc4163e653d76b9444c7d334e8b_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1686218103,Crystal,109,0,DRG
Kahram Ramses,38869479,53,47,Sargatanas,Aether,100,0,e0151847f1fbf8f013cad87949b4272c_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686218203,Crystal,90,0,SAM
Ozz Derovar,3336916,54,48,Gilgamesh,Aether,100,0,bd8648e1867ea0a862ba025cd96e12d2_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686219902,Crystal,89,0,MCH
Zieg Feld,2892871,55,49,Cactuar,Aether,100,0,c9edf7ccfae76075e8419f96ba9f52ca_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686216741,Crystal,86,0,BLM
Small Damage,16462000,56,51,Cactuar,Aether,100,0,f43579c4e28a81e8df4a052498746ee6_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686218400,Crystal,84,0,BLM
Teysa Montgomery,6201712,57,52,Cactuar,Aether,100,0,eb51f53fb1f2b23ee171b4e92895e9b4_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686216811,Crystal,80,0,DRG
Bean Sheqa,25412173,58,53,Siren,Aether,100,0,2da1be2ccbc5a5cfe2977727a9ab7132_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1686218349,Crystal,77,0,DRK
Xelestia Equinox,25195609,59,54,Sargatanas,Aether,100,0,aee05ce4596ebd30e7318251aea839b8_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686216853,Crystal,76,0,SMN
Azelos Flarefang,33713918,60,55,Jenova,Aether,100,0,d11a100676b9dcab548788e340147e7c_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1686219656,Crystal,72,0,BLM
Sojiro Sokojiro,5815972,61,56,Cactuar,Aether,100,0,468a1b51778d2a193811849c2d047352_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686219713,Crystal,71,0,SMN
Alice Valencia,29202491,62,57,Sargatanas,Aether,100,0,960d9499704935997ec21dbdf1eecb6f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1686219036,Crystal,70,0,WHM
Japanese Man,21779266,63,58,Jenova,Aether,100,0,6a73d0b0b07e7f82a2d91b9f53ce0a12_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1686217435,Crystal,67,0,MCH
Azalyn Xo,33695596,64,59,Gilgamesh,Aether,100,0,0a7db8993a7f4f16561cc84a302eff7d_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686220238,Crystal,64,0,DRG
Lynvara Stacia,14851122,65,60,Gilgamesh,Aether,100,0,fd42ad18aa9b597063b63ef5eec615fb_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686218633,Crystal,63,0,AST
Masaru Ren,3258475,66,61,Midgardsormr,Aether,100,0,79cbf6e41e65dedcf38f4c9150b6e134_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686219528,Crystal,62,0,SAM
Keisero Starborn,12896259,67,62,Faerie,Aether,100,0,5ba28a0c95a9518982672c93320e024d_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1686218986,Crystal,61,0,SGE
Maximilien Desrosiers,23782156,68,63,Siren,Aether,100,0,65c86a62972f5b0017677adb587d1d79_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1686216990,Crystal,60,0,SCH
Berry Sundae,22199634,69,64,Midgardsormr,Aether,100,0,8b4b7dc7805b64a1d11f4525e0dcae1c_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1686218368,Crystal,57,0,GNB
Aahaha Hahahahaha,40050415,70,65,Gilgamesh,Aether,100,0,2e78fcf4c4215a38c6ac0690546eaf2c_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686219279,Crystal,52,0,SAM
Thya Bowtail,8350112,70,65,Gilgamesh,Aether,100,0,eb0820b2d90ea082af18d8c558d9c273_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686218537,Crystal,52,0,MCH
Devin Lunari,42323376,72,67,Gilgamesh,Aether,100,0,4ac5304a257b31dec6a8884ff5e66aff_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1686218619,Crystal,50,0,SGE
Caesius Loeher,22110459,73,68,Siren,Aether,100,0,c6de0535c62f1c657e162ca3c72247ec_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1686219376,Crystal,48,0,WAR
Happie Gilmore,12652383,74,69,Cactuar,Aether,100,0,574a0023bd259a7553dd8d7c807e4db1_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686218116,Crystal,42,0,GNB
Kinda Smol,43182596,75,70,Cactuar,Aether,100,0,1dc4918b5370029e28bea595eaa6ddd3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1686216921,Crystal,41,0,MCH
