name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Crow Xo,44749262,1,0,Zodiark,Light,2959,0,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1750847470,Crystal,125,3,AST
Fiven Fiven,24996868,2,0,Lich,Light,2681,0,f574b4a1ff1aade4f34a98795138319b_7206469080400ed57a5373d0a9c55c59fc0.jpg?1750845219,Crystal,152,0,RDM
Shino Yaru,38308969,3,5,Phoenix,Light,2603,190,0662727bb913ed7fe3009f3542ea1e64_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1750846280,Crystal,176,5,UNK
Loty Coldwind,36521588,4,3,Twintania,Light,2575,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1750846469,Crystal,188,0,WAR
Cliffe Zanza,36074329,5,4,Spriggan,Chaos,2416,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1750845073,Crystal,326,9,BLM
Raiden Senpai,27238016,6,0,Zodiark,Light,2363,0,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1750845570,Crystal,123,18,MIN
Sice Seven,15008161,7,0,Moogle,Chaos,2068,0,23657ac0d29f4bc5667ef1e00cf528f8_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1750845151,Crystal,63,0,BRD
Prisma Tic,38791879,8,0,Cerberus,Chaos,2018,0,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1750847387,Crystal,159,0,AST
Xen Thique,40172078,9,0,Odin,Light,1982,0,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1750846677,Crystal,103,4,RDM
Mei Ko,35150838,10,0,Louisoix,Chaos,1810,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1750846699,Crystal,248,13,UNK
Shimori Bunihara,41866714,11,23,Phantom,Chaos,1705,602,4f9bcdd015b43753cd5343c2e0825e93_f0a43d6e5eea19af337a176e9836acddfc0.jpg?1750845558,Crystal,122,17,PLD
Void Stellarvore,28691685,12,11,Raiden,Light,1581,0,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1750845018,Crystal,60,0,MNK
Taiya Li,41293767,13,12,Phoenix,Light,1567,0,7dc31b9a880ba3f36a3ef1208e0c5909_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1750847488,Crystal,91,0,BTN
Vanilla Blossom,41496807,14,13,Moogle,Chaos,1564,0,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1750844687,Crystal,101,0,CUL
Savi Zizo,36020595,15,14,Phoenix,Light,1498,0,654a4334b8f77ad31212ae883d8c8df4_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1750845633,Crystal,141,9,MCH
Lylia Venis,13391767,16,15,Moogle,Chaos,1481,0,79af70239d663a69f312f0788f3cf927_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1750846610,Crystal,42,0,MIN
Snap Ringer,18714030,17,16,Omega,Chaos,1478,0,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1750846174,Crystal,48,0,MIN
Mii Sha,23843770,18,17,Phoenix,Light,1387,0,64857f7d5089a3c4ec82c8ffc69a8d9b_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1750847379,Crystal,58,2,GNB
Raevon Razvair,57649754,19,21,Alpha,Light,1316,198,f22fd110641a7c16d4b9e1aa28ddca31_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1750847699,Crystal,230,6,UNK
Imy Pure,24943089,20,18,Cerberus,Chaos,1315,0,2e46879ac1baf7fc77ec2de872a0461c_777c57311d510ca65dac3c1077dee435fc0.jpg?1750846633,Crystal,54,0,MIN
Altrios Alrun,37280856,21,29,Odin,Light,1291,484,eed006603ff3859a7471671dcb9c221c_644311b63b607133c989d7c1188467dafc0.jpg?1750846993,Crystal,98,7,WAR
Vai Zol,38270926,22,19,Odin,Light,1289,0,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1750846445,Crystal,57,0,RDM
Milk Jds,10570379,23,20,Zodiark,Light,1275,0,cf8503b76a559329b409ac7cfe329e0c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1750847339,Crystal,61,8,SMN
Auelin Fae,18291844,24,22,Zodiark,Light,1235,124,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1750846309,Crystal,74,9,RDM
Akari Tsuki,31005286,25,30,Louisoix,Chaos,1095,300,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1750846002,Crystal,38,4,MNK
Sophia Ariadne,11431073,26,24,Odin,Light,1086,0,f4329ddf82a418a6e12f1ba978bc1523_644311b63b607133c989d7c1188467dafc0.jpg?1750844835,Crystal,145,9,BLM
Strom Valentine,19009916,27,25,Cerberus,Chaos,1003,0,a8dc2ae24adfae999c388093e3e213e8_777c57311d510ca65dac3c1077dee435fc0.jpg?1750846280,Crystal,81,0,RDM
Kitashi Kurel,57457596,28,26,Zodiark,Light,915,0,759aea1481bd6cb72e3423ca3ebe2529_c274370774c6bc3483cc8740805f41bcfc0.jpg?1750846805,Crystal,178,0,MCH
Yamizura Kumozuma,19652230,29,27,Twintania,Light,894,0,24bbc9cebf09eb83efcbc272c3085fd1_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1750844692,Crystal,74,0,SCH
Aya Ayane,41570933,30,28,Sagittarius,Chaos,807,0,987c1389de1f2b6552a2407735702553_44ca0844398b2d010d8cd4a31ddb023dfc0.jpg?1750844752,Crystal,130,0,UNK
Nameless Spartan,57522147,31,0,Spriggan,Chaos,784,0,7fa7e5b3a140e02da7e26d3ec5a4e916_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1750846825,Crystal,154,0,MNK
Jun Moxiao,40533777,32,0,Odin,Light,736,0,9f41b7adf0a59849ae35b17cdace2b32_644311b63b607133c989d7c1188467dafc0.jpg?1750846338,Crystal,173,2,SAM
Blue Cat,47356852,33,0,Twintania,Light,717,0,fc9492796dbee9f84ae010350ec7759c_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1750846133,Crystal,42,0,PCT
Maarato Cookie,20349526,34,0,Twintania,Light,705,0,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1750847645,Crystal,69,0,NIN
Yukari Ayame,20051881,35,0,Omega,Chaos,702,0,20be078e00d5ea11c20d62bd394d3af0_39e25ac3d737c46452305eefe324372cfc0.jpg?1750847210,Crystal,79,0,MCH
