name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Tomo Kote,38176817,1,0,Gilgamesh,Aether,4333,0,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1695895968,Crystal,118,0,RPR
Jay Vermillion,20310837,2,0,Adamantoise,Aether,3747,602,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1695897125,Crystal,134,14,DRK
Kilometer Immorales,48368792,3,0,Faerie,Aether,2906,0,405161d87d55818784f8e2d2d7b259e3_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1695895698,Crystal,181,0,WHM
Bryn Creature,48133438,4,0,Siren,Aether,2573,0,1ae67fab78b36dc1a625cdf6f4b9383d_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1695896773,Crystal,169,6,PLD
Nanaya Shiki,46790422,5,0,Sargatanas,Aether,2273,0,ddaa72310af76fbf85ef9b09f69fa4cd_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1695894071,Crystal,196,2,GNB
Mi Ly,37964161,6,0,Gilgamesh,Aether,2223,0,f3300c3e28b3c5b4a3767a587341831e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1695894880,Crystal,209,2,AST
Chae Jun,48926232,7,0,Jenova,Aether,2170,0,6867d2a0d98663fb110195743443e308_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1695895342,Crystal,190,0,BLM
Noga Cosnoh,12058107,8,0,Cactuar,Aether,2108,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1695894466,Crystal,421,0,BLM
Sena Yehn,45889375,9,0,Adamantoise,Aether,2001,0,51a0c92192dd2a74b4baba06f531d30f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1695893623,Crystal,99,8,WAR
Thunderbina Loux,24258558,10,0,Cactuar,Aether,1994,0,fba25ed72613de033978f2e99c974234_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1695893629,Crystal,108,1,GNB
