name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Cliffe Zanza,36074329,1,0,Spriggan,Chaos,3130,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786963415,Ultima,173,0,BLM
Totsu Geki,60147602,2,0,Spriggan,Chaos,2826,0,1b45188bdbf3dd4afe9a37a646eaa4b9_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786962788,Omega,323,0,SAM
Mamiyama Kamimama,37371304,3,0,Spriggan,Chaos,2744,0,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786963725,Omega,319,0,DNC
Scarlet Rose,26616217,4,0,Spriggan,Chaos,2614,0,96ad88f23a708e8d6e391f669986d57c_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786962070,Omega,306,3,PLD
Saboree Catboy,36051653,5,0,Spriggan,Chaos,2548,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786960691,Omega,186,0,MNK
Tsukuyo Ritlas,37800185,6,7,Odin,Light,2484,98,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1786961797,Omega,94,4,RDM
Ange Melrose,50267939,7,6,Omega,Chaos,2432,0,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1786960959,Omega,121,13,SAM
Crow Kaien,44749262,8,0,Zodiark,Light,2375,0,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1786961823,Omega,43,0,SCH
Aura Sphere,30657353,9,0,Zodiark,Light,2355,0,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1786961688,Omega,102,0,DRG
Resilla Frostflow,14658770,10,0,Cerberus,Chaos,2294,0,00a4e6250beb98b5644c87cffe8b7f4f_777c57311d510ca65dac3c1077dee435fc0.jpg?1786962864,Omega,138,0,DRG
Auelin Fae,18291844,11,0,Zodiark,Light,2271,0,2d6204db02c5efce86aca234fd6f1ce1_c274370774c6bc3483cc8740805f41bcfc0.jpg?1786963249,Omega,112,0,NIN
