name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Jay Verhundred,43607851,1,0,Adamantoise,Aether,3295,0,6fb8bbfadad1988c1cab071cf876eb5c_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1675592930,Crystal,142,0,MNK
Celia Leda,9656365,2,0,Midgardsormr,Aether,3248,0,851ffb273f9121f6db0428e3cf1554d0_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1675590760,Crystal,139,0,MCH
Jay Vermillion,20310837,3,0,Adamantoise,Aether,2944,276,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1675590305,Crystal,125,9,MNK
John Darksouls,32702843,4,0,Adamantoise,Aether,2192,0,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1675593014,Crystal,204,0,PLD
Emah Sah'mae,20640929,5,7,Midgardsormr,Aether,2185,104,7749b8db0685830b9732b3ea97e5cc16_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1675592419,Crystal,95,2,AST
Zeke Ewoza,38693513,6,5,Sargatanas,Aether,2173,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1675591895,Crystal,177,5,NIN
Umi Chan,15473566,7,6,Gilgamesh,Aether,2082,0,ee18d3050e87a31ae374dbae2b5e03cd_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1675592408,Crystal,71,0,WHM
Eve Belle,24747433,8,0,Cactuar,Aether,1924,0,e186dbe1f678f84c9f94960d15dbfde3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1675592831,Crystal,72,0,SCH
Merlin Emryss,9605720,9,0,Faerie,Aether,1907,196,87179f28ae17956a4d43567dadf6ea60_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1675590934,Crystal,81,2,BLM
Amu Moo,28276994,10,11,Faerie,Aether,1783,100,80672270fca68b3d3fa2f4c0b220427a_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1675592643,Crystal,67,1,GSM
Patient Crystal,10075769,11,10,Cactuar,Aether,1699,0,63d9d0d26b0e283ff014d7caa41cfba8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1675592498,Crystal,56,0,GNB
Alba Sanare,22678236,12,14,Adamantoise,Aether,1602,109,9e9cbb3fa7c82f824b9b8d7499029b58_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1675590182,Crystal,140,11,MCH
Kinda Smol,43182596,13,17,Cactuar,Aether,1566,181,1dc4918b5370029e28bea595eaa6ddd3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1675591952,Crystal,69,5,MCH
