name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Jay Vermillion,20310837,1,0,Adamantoise,Aether,3686,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1700907176,Crystal,182,0,BLM
Witch Faerie,35800212,2,0,Gilgamesh,Aether,3275,0,7a339df97d3690951b893cd3197e71ac_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1700904916,Crystal,243,0,BLM
Lu Mei,50106047,3,0,Adamantoise,Aether,2487,0,75e9983a4dd07e7e5de0ed1ac11a23fb_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1700905618,Crystal,220,0,MNK
Bryn Creature,48133438,4,0,Siren,Aether,2311,0,1ae67fab78b36dc1a625cdf6f4b9383d_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1700904726,Crystal,113,0,RPR
Zeke Ewoza,38693513,5,0,Sargatanas,Aether,2183,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1700907553,Crystal,124,0,NIN
Serif Spiegel,1791314,6,0,Adamantoise,Aether,2099,0,ac0a0dda5f18422d576635299cd7a28f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1700906556,Crystal,108,0,SMN
Agreed Indeed,35442337,7,0,Cactuar,Aether,2099,0,420d1175f93ad013aa9ab84ae2d42209_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1700906372,Crystal,103,0,SGE
Mac Arena,21560395,8,0,Adamantoise,Aether,1950,0,30fa962580974874808d1a8b67407ebb_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1700908095,Crystal,128,0,BRD
Neo Dymium,33030676,9,0,Siren,Aether,1868,0,24be6098cf7acc2de169d92917d3299f_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1700908069,Crystal,154,0,DRG
Noga Cosnoh,12058107,10,0,Cactuar,Aether,1835,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1700905360,Crystal,361,0,MNK
Nanaya Shiki,46790422,11,0,Sargatanas,Aether,1780,0,ddaa72310af76fbf85ef9b09f69fa4cd_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1700908251,Crystal,83,0,SAM
Tohgado Megado,38365878,12,0,Adamantoise,Aether,1688,0,e24039a37310e592079a628de162cf3a_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1700907274,Crystal,154,0,AST
Sarah Montcroix,21257525,13,0,Siren,Aether,1688,0,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1700906291,Crystal,126,0,BLU
Sena Yehn,45889375,14,0,Adamantoise,Aether,1684,0,51a0c92192dd2a74b4baba06f531d30f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1700906266,Crystal,63,0,BRD
Mi Ly,37964161,15,0,Gilgamesh,Aether,1585,0,f3300c3e28b3c5b4a3767a587341831e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1700905295,Crystal,89,0,AST
Aibertain Mando,32541700,16,0,Jenova,Aether,1580,0,8dec967ad48c9a703018a7445740a7f3_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1700906007,Crystal,280,0,MNK
Norma Jeannie,28105106,17,0,Jenova,Aether,1527,0,bff6f64f1e9dd700a962c74db4bf4812_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1700907356,Crystal,46,0,WAR
Lawful Kitten,50048166,18,0,Midgardsormr,Aether,1491,0,fc66b9e91c3804fd39e301254858936b_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1700905811,Crystal,44,0,PLD
Nola Ustrina,1383977,19,0,Cactuar,Aether,1426,0,fe0089ca21e248dc5546d2eae49f43ae_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1700905561,Crystal,196,0,MCH
Ruka Rukaka,34081156,20,0,Jenova,Aether,1392,0,32228868c24b05da69088fd2eddcfa9d_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1700907623,Crystal,48,0,MNK
