name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Jay Vermillion,20310837,1,0,Adamantoise,Aether,1684,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1685873602,Crystal,66,15,MNK
Noga Cosnoh,12058107,2,0,Cactuar,Aether,1108,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685871313,Crystal,70,16,NIN
Jarad Dragonstone,10891324,3,4,Jenova,Aether,1031,423,c4b9560f2cb09fae3a1788f73a014bdc_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1685874023,Crystal,176,29,DNC
Yuyuko Kitajima,10308693,4,6,Sargatanas,Aether,911,408,c68a5824cd716e8778afd8770a42c665_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685872490,Crystal,104,27,WAR
Passing Assassin,43420754,5,3,Sargatanas,Aether,876,183,ae4e3ad6fe593651e8f62ed2285b7997_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685872688,Crystal,35,5,DNC
Regis Darsik,37234597,6,12,Gilgamesh,Aether,611,212,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1685874181,Crystal,50,9,SMN
Shin Okusawa,31517299,7,9,Cactuar,Aether,609,208,147d155f1720942c66dd0065cccaaca5_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685872874,Crystal,32,3,RDM
John Darksouls,32702843,8,50,Adamantoise,Aether,606,506,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1685871523,Crystal,47,12,PLD
Farsa Aed,5068221,9,17,Midgardsormr,Aether,603,300,176d431db8a76185fe97af104836ac24_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1685871961,Crystal,40,4,SCH
Wmwmwmwmwmwmw Soikky,9472774,10,27,Sargatanas,Aether,599,497,5ca5b5fc8e69aea8ad82df7fa206172f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685873379,Crystal,40,16,WHM
Thunderbina Loux,24258558,11,5,Cactuar,Aether,515,0,fba25ed72613de033978f2e99c974234_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685873048,Crystal,44,0,SGE
Ed Wee,21335212,12,15,Midgardsormr,Aether,502,105,9b75f6e1c499f3ed9db2f92385375968_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1685872751,Crystal,81,10,BLM
Alenora Wintersong,42967636,13,53,Adamantoise,Aether,500,400,ed1d599894bc7afd3daf7ba4d07c1358_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1685874296,Crystal,27,12,BLM
Tomo Kote,38176817,14,19,Gilgamesh,Aether,495,196,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1685872662,Crystal,19,2,SGE
Living Proof,21944401,15,7,Faerie,Aether,410,0,02a266bab02cb503b2c17d31583c183d_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1685872125,Crystal,115,0,MNK
Zeke Ewoza,38693513,16,8,Sargatanas,Aether,401,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685873935,Crystal,81,2,WHM
Doomballoon Dapingus,44483106,17,13,Midgardsormr,Aether,401,2,be3913b04bddadaf6db4349337e18b1e_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1685871136,Crystal,30,1,SAM
Agreed Indeed,35442337,18,10,Cactuar,Aether,400,0,420d1175f93ad013aa9ab84ae2d42209_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685873762,Crystal,49,0,WHM
Oi Chon,37332178,19,11,Faerie,Aether,399,0,81f65d42541eb17fb3c98df84a6dcf86_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1685873031,Crystal,92,5,MCH
Emah Sah'mae,20640929,20,14,Midgardsormr,Aether,398,0,7749b8db0685830b9732b3ea97e5cc16_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1685872758,Crystal,36,0,WHM
Merlin Emryss,9605720,21,22,Faerie,Aether,396,197,87179f28ae17956a4d43567dadf6ea60_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1685871582,Crystal,65,7,PLD
Sarah Montcroix,21257525,22,16,Siren,Aether,395,0,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1685873317,Crystal,93,12,NIN
Annie Op,36750440,23,24,Midgardsormr,Aether,395,201,78df6a4b3eb60f864bb5f3a1f955a562_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1685872493,Crystal,79,3,AST
Radanis Luminacht,16920977,24,26,Sargatanas,Aether,307,205,b371d311f8b15d14c5d5b08dda36ab7f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685874131,Crystal,98,18,WAR
S'jay Sharks,18807626,25,18,Cactuar,Aether,302,0,68294efd5b1aeb5bd1a36477f7c0e3cf_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685874562,Crystal,27,2,SMN
Azure Root,26175645,26,25,Adamantoise,Aether,300,106,5f2571d75ead95a7f736ac05a2104d8c_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1685872332,Crystal,72,1,MNK
Ruka Rukaka,34081156,27,20,Jenova,Aether,296,0,32228868c24b05da69088fd2eddcfa9d_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1685872296,Crystal,34,0,SGE
Lunamarie Hayashi,3449636,28,21,Midgardsormr,Aether,201,0,e8b90a5b94c0338ec8ea84adc5b9c1c5_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1685874666,Crystal,60,0,WHM
Daeis Arc,31556437,29,0,Siren,Aether,200,200,a6f89bb3c06524a4b469909fd9e6cb4e_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1685871420,Crystal,48,42,WAR
Zeltra Embres,47905649,30,23,Sargatanas,Aether,199,0,557af7fe259e99a60e9017892644d370_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685872768,Crystal,48,0,MNK
Tannissa Rockbell,30731476,31,0,Cactuar,Aether,196,196,b891e379616ab4c994b8e39e05ae6002_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685871508,Crystal,73,11,BLM
Zauber Vormund,20615043,32,95,Gilgamesh,Aether,101,101,797226ce379ccb819e23918455ad870a_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1685873192,Crystal,87,10,WAR
Frog Third,32556549,33,28,Adamantoise,Aether,100,0,3d02d317a157fdfc7cd02cbb9d7af5fe_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1685874289,Crystal,145,0,FSH
Zyl Tsujirie,15186036,34,77,Cactuar,Aether,100,100,ca7c092874dc6fe39bb67a657160dbc2_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685871412,Crystal,138,33,SAM
Nephry Lemuri,35998784,35,29,Sargatanas,Aether,100,0,866871a6c94548b6f495d930247b2479_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685873759,Crystal,132,0,BRD
Star Eater,3331179,36,30,Adamantoise,Aether,100,0,1735ffc4163e653d76b9444c7d334e8b_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1685872234,Crystal,109,0,CUL
Ozz Derovar,3336916,37,86,Gilgamesh,Aether,100,100,bd8648e1867ea0a862ba025cd96e12d2_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1685873314,Crystal,89,11,MCH
Kahram Ramses,38869479,38,32,Sargatanas,Aether,100,0,e0151847f1fbf8f013cad87949b4272c_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1685872405,Crystal,85,4,SAM
Small Damage,16462000,39,31,Cactuar,Aether,100,0,f43579c4e28a81e8df4a052498746ee6_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1685873541,Crystal,84,0,BLM
