name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Zeke Ewoza,38693513,1,2,Sargatanas,Aether,3733,197,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1659090045,Crystal,106,3,NIN
Celesse Archon,5403993,2,3,Midgardsormr,Aether,3711,201,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1659089636,Crystal,174,6,RDM
Umi Chan,15473566,3,1,Gilgamesh,Aether,3648,0,ee18d3050e87a31ae374dbae2b5e03cd_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1659089102,Crystal,104,0,PLD
Funkmaster Disconium,39174439,4,0,Sargatanas,Aether,3391,0,96fc1eb1014d59bcb1f11a409a99bdb3_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1659090361,Crystal,62,0,NIN
Sir Moon,17116119,5,6,Cactuar,Aether,3320,197,35721490b40b9de650ca6049c2c305f8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1659089986,Crystal,140,2,DRG
Vyii Revii,43303495,6,5,Gilgamesh,Aether,3171,0,762c89240df40c4d8a094663e8578ad0_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1659088814,Crystal,100,0,MNK
Lalafell Debuff,41359586,7,8,Gilgamesh,Aether,2849,0,b227a63135ff4c8fad44674394802849_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1659089979,Crystal,78,0,NIN
Neo Dymium,33030676,8,7,Siren,Aether,2785,-107,24be6098cf7acc2de169d92917d3299f_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1659091077,Crystal,267,7,MCH
Thya Bowtail,8350112,9,0,Gilgamesh,Aether,2780,0,eb0820b2d90ea082af18d8c558d9c273_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1659090981,Crystal,105,0,RDM
Tomo Kote,38176817,10,11,Gilgamesh,Aether,2714,101,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1659088281,Crystal,334,2,RDM
