name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Totsu Geki,60147602,1,5,Spriggan,Chaos,2729,794,1b45188bdbf3dd4afe9a37a646eaa4b9_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786359274,Omega,263,37,PCT
Scarlet Rose,26616217,2,1,Spriggan,Chaos,2614,0,96ad88f23a708e8d6e391f669986d57c_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786360870,Omega,223,23,PLD
Resilla Frostflow,14658770,3,0,Cerberus,Chaos,2294,290,00a4e6250beb98b5644c87cffe8b7f4f_777c57311d510ca65dac3c1077dee435fc0.jpg?1786360788,Omega,121,14,RDM
Saboree Catboy,36051653,4,9,Spriggan,Chaos,2260,499,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786357788,Omega,133,11,WAR
Aura Sphere,30657353,5,2,Zodiark,Light,2169,0,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1786358903,Omega,80,1,AST
Sice Seven,15008161,6,4,Moogle,Chaos,2104,100,23657ac0d29f4bc5667ef1e00cf528f8_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1786359876,Omega,49,2,BRD
Mamiyama Kamimama,37371304,7,25,Spriggan,Chaos,1980,680,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1786360763,Omega,204,18,SCH
Tsukuyo Ritlas,37800185,8,17,Odin,Light,1895,385,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1786360597,Omega,67,7,RDM
Miyu Moon,58918526,9,6,Moogle,Chaos,1894,0,1abf5ce3756f6fa0d1c5be2cd39491bc_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1786358743,Omega,48,0,SAM
Ciel Melrose,58478493,10,7,Raiden,Light,1806,0,2c7b597e2437a00ad9f0fc0439c68531_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1786359688,Omega,43,3,SAM
Lhei Tayun,25191408,11,10,Zodiark,Light,1803,100,6ee93960f16da0ea5150fe1b7590dfa4_c274370774c6bc3483cc8740805f41bcfc0.jpg?1786359371,Omega,113,1,BLM
Miyu Edelfelt,21335430,12,8,Phoenix,Light,1785,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1786359963,Omega,128,0,SGE
Elohim Meth,60682611,13,0,Raiden,Light,1781,197,0b14f1751b014118eca06236e1fdf2bf_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1786358683,Omega,53,2,UNK
