name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Witch Faerie,35800212,1,0,Gilgamesh,Aether,2131,274,7a339df97d3690951b893cd3197e71ac_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1699350251,Crystal,116,12,BLM
Noga Cosnoh,12058107,2,0,Cactuar,Aether,1292,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1699350530,Crystal,135,20,SGE
Lu Mei,50106047,3,0,Adamantoise,Aether,1195,0,75e9983a4dd07e7e5de0ed1ac11a23fb_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1699352394,Crystal,91,9,MNK
Ruka Rukaka,34081156,4,18,Jenova,Aether,1194,795,32228868c24b05da69088fd2eddcfa9d_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1699350190,Crystal,31,15,WHM
Mi Ly,37964161,5,4,Gilgamesh,Aether,1187,0,f3300c3e28b3c5b4a3767a587341831e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1699350095,Crystal,69,0,AST
Neo Dymium,33030676,6,5,Siren,Aether,1085,0,24be6098cf7acc2de169d92917d3299f_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1699350815,Crystal,91,2,WAR
Myste Regalia,41271301,7,9,Jenova,Aether,1025,316,13d6b36eae3ca7d3fa3ad7a4fa7757b5_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1699350808,Crystal,127,18,BRD
Nola Ustrina,1383977,8,6,Cactuar,Aether,1023,109,fe0089ca21e248dc5546d2eae49f43ae_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1699352966,Crystal,95,7,GNB
Sena Yehn,45889375,9,8,Adamantoise,Aether,890,98,51a0c92192dd2a74b4baba06f531d30f_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1699351448,Crystal,36,1,NIN
Zeke Ewoza,38693513,10,7,Sargatanas,Aether,800,1,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1699352092,Crystal,53,2,MCH
Regis Darsik,37234597,11,15,Gilgamesh,Aether,709,200,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1699350203,Crystal,33,4,SMN
S'jay Sharks,18807626,12,10,Cactuar,Aether,706,0,68294efd5b1aeb5bd1a36477f7c0e3cf_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1699349728,Crystal,57,4,WAR
Aibertain Mando,32541700,13,0,Jenova,Aether,704,110,8dec967ad48c9a703018a7445740a7f3_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1699352146,Crystal,111,8,MCH
Jay Vermillion,20310837,14,11,Adamantoise,Aether,700,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1699352593,Crystal,34,9,MNK
Nanaya Shiki,46790422,15,12,Sargatanas,Aether,694,0,ddaa72310af76fbf85ef9b09f69fa4cd_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1699351643,Crystal,34,6,NIN
Melo Dramatic,37926458,16,14,Cactuar,Aether,592,0,b7efe9cd4d99a6a5ab5baf81ab81f187_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1699350109,Crystal,104,7,SAM
Raphtalia Solari,8126326,17,62,Adamantoise,Aether,500,500,baeca36f0f50dbb796496ea18e58ee30_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1699352417,Crystal,19,7,SGE
Gio Vanni,9922866,18,16,Adamantoise,Aether,497,0,c3f2351ee2f85a46fdcce422a17815f4_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1699352014,Crystal,31,2,SGE
Bryn Creature,48133438,19,56,Siren,Aether,497,397,1ae67fab78b36dc1a625cdf6f4b9383d_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1699351516,Crystal,21,5,SCH
Yuri Tsukihana,30386598,20,0,Jenova,Aether,421,120,99095be4258299ff7d0d0ac0b6486022_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1699352586,Crystal,56,18,GNB
John Darksouls,32702843,21,17,Adamantoise,Aether,403,0,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1699351623,Crystal,35,0,PLD
Celesse Archon,5403993,22,25,Midgardsormr,Aether,399,199,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1699352811,Crystal,46,10,RPR
Nei Nei,50210731,23,38,Midgardsormr,Aether,394,294,b7ad6177824a0eee39a725a92ca27766_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1699351776,Crystal,44,4,SAM
