name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Shino Yaru,45204973,1,0,Sagittarius,Chaos,2958,0,90dbabecf3d9dea9b5f87d063ac9bf43_44ca0844398b2d010d8cd4a31ddb023dfc0.jpg?1744799794,Crystal,112,0,UNK
Saboree Catboy,36051653,2,0,Spriggan,Chaos,2748,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1744796853,Crystal,220,0,DRK
Loty Coldwind,36521588,3,0,Twintania,Light,2555,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1744797249,Crystal,267,3,GNB
Cliffe Zanza,36074329,4,0,Spriggan,Chaos,2426,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1744799689,Crystal,90,0,DRK
Mei Ko,35150838,5,0,Louisoix,Chaos,2418,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1744799140,Crystal,133,1,UNK
Void Stellarvore,28691685,6,0,Raiden,Light,2260,0,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1744797384,Crystal,193,7,WAR
Vai Zol,38270926,7,0,Odin,Light,2088,0,2e78b44195db83336b1acbe75927a864_644311b63b607133c989d7c1188467dafc0.jpg?1744797762,Crystal,108,4,RDM
Dara Mactire,55642101,8,0,Louisoix,Chaos,2010,0,3c45e346e2828ca773eda7982c2291e1_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1744799866,Crystal,144,7,UNK
Prisma Tic,38791879,9,0,Cerberus,Chaos,1969,0,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1744798261,Crystal,88,3,SCH
Aura Sphere,30657353,10,13,Zodiark,Light,1871,293,6cc4a373eafbcbf88a340a52d95f133e_c274370774c6bc3483cc8740805f41bcfc0.jpg?1744798953,Crystal,152,6,WHM
Milk Jds,10570379,11,10,Zodiark,Light,1863,0,cf8503b76a559329b409ac7cfe329e0c_c274370774c6bc3483cc8740805f41bcfc0.jpg?1744798517,Crystal,159,0,GNB
Maarato Cookie,20349526,12,11,Twintania,Light,1801,0,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1744799472,Crystal,81,0,DNC
Kaede Yumishi,54070516,13,15,Raiden,Light,1700,194,5d811f127e0fbf2c1fe988e910219758_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1744798521,Crystal,165,13,UNK
Ares Aster,23775255,14,12,Ragnarok,Chaos,1621,0,af83635d9ae348ce2f1f18bd7f59657c_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1744799325,Crystal,312,1,UNK
Akari Tsuki,31005286,15,17,Louisoix,Chaos,1612,201,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1744798568,Crystal,49,5,MNK
Selin Naari,16360751,16,14,Cerberus,Chaos,1561,0,fb2c3681e2cb33bdcd7894d5aad0b9ec_777c57311d510ca65dac3c1077dee435fc0.jpg?1744798425,Crystal,105,7,DRG
Myst Freyja,33906213,17,16,Omega,Chaos,1489,0,240b879fd403fc16c04022b6075077ae_39e25ac3d737c46452305eefe324372cfc0.jpg?1744799760,Crystal,114,0,WHM
Meryll Enetari,24681550,18,22,Cerberus,Chaos,1462,97,f4fe16c70d7023e2101e19421c5abf1e_777c57311d510ca65dac3c1077dee435fc0.jpg?1744798497,Crystal,197,6,DNC
Jun Moxiao,40533777,19,18,Odin,Light,1410,0,9f41b7adf0a59849ae35b17cdace2b32_644311b63b607133c989d7c1188467dafc0.jpg?1744797882,Crystal,64,0,RPR
Crow Xo,44749262,20,19,Zodiark,Light,1392,0,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1744798959,Crystal,38,0,SCH
Tarutella Goldfish,4235488,21,20,Phoenix,Light,1390,0,f269741c27ca22c02db955557e7283fa_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1744797360,Crystal,61,0,DNC
