name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Jay Vermillion,20310837,1,0,Adamantoise,Aether,3406,0,ae2f157d9c523947744b038a73f77be6_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1687428794,Crystal,185,0,MNK
Noga Cosnoh,12058107,2,0,Cactuar,Aether,2159,0,2ed29f4458018d1f538dd14b47de63b0_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687427321,Crystal,231,13,BLM
Merlin Emryss,9605720,3,0,Faerie,Aether,2082,0,87179f28ae17956a4d43567dadf6ea60_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1687427265,Crystal,143,7,PLD
Aibertain Mando,32541700,4,6,Jenova,Aether,1992,193,8dec967ad48c9a703018a7445740a7f3_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1687427085,Crystal,117,6,MCH
Sarah Montcroix,21257525,5,7,Siren,Aether,1978,296,9456eff7edd9ad83824c6ded6b9777c8_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1687429036,Crystal,170,7,BLM
Hibibi Hime,21944401,6,4,Faerie,Aether,1977,0,02a266bab02cb503b2c17d31583c183d_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1687429405,Crystal,196,12,SCH
Himiko Kuromiya,35800212,7,5,Gilgamesh,Aether,1827,0,7a339df97d3690951b893cd3197e71ac_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1687428775,Crystal,138,12,BLM
Shin Okusawa,31517299,8,10,Cactuar,Aether,1723,217,147d155f1720942c66dd0065cccaaca5_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687429387,Crystal,59,10,DNC
Zeke Ewoza,38693513,9,8,Sargatanas,Aether,1576,0,60aab73f86d002c9ca644555b577f1fe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687429334,Crystal,126,0,DRG
Agreed Indeed,35442337,10,9,Cactuar,Aether,1551,0,420d1175f93ad013aa9ab84ae2d42209_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687429842,Crystal,121,5,WHM
Andros Lunari,38919488,11,0,Sargatanas,Aether,1494,0,8833f678967938d2e79b8d993021ce3f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687428865,Crystal,155,5,NIN
Bryn Creature,48133438,12,18,Siren,Aether,1399,199,1ae67fab78b36dc1a625cdf6f4b9383d_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1687428215,Crystal,98,6,SGE
Passing Assassin,43420754,13,12,Sargatanas,Aether,1367,0,ae4e3ad6fe593651e8f62ed2285b7997_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687427888,Crystal,44,0,DNC
Perennial Herb,40264319,14,13,Sargatanas,Aether,1332,0,9a10c2b460a3e20e589f627e0d6d2cff_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687429665,Crystal,113,0,DRK
Patient Crystal,10075769,15,14,Cactuar,Aether,1311,0,63d9d0d26b0e283ff014d7caa41cfba8_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687428426,Crystal,46,0,DRK
Radanis Luminacht,16920977,16,15,Sargatanas,Aether,1289,0,b371d311f8b15d14c5d5b08dda36ab7f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687428606,Crystal,157,0,CUL
Eve Belle,24747433,17,16,Cactuar,Aether,1286,0,e186dbe1f678f84c9f94960d15dbfde3_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687427452,Crystal,47,0,DRG
Regis Darsik,37234597,18,17,Gilgamesh,Aether,1211,0,8703e463e2b8472f6a74401ba46ee3a6_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1687429155,Crystal,72,0,SMN
Jarad Dragonstone,10891324,19,0,Jenova,Aether,1179,0,c4b9560f2cb09fae3a1788f73a014bdc_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1687427318,Crystal,321,11,MCH
Ed Wee,21335212,20,0,Midgardsormr,Aether,1122,0,9b75f6e1c499f3ed9db2f92385375968_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1687428959,Crystal,122,0,BLM
Doomballoon Dapingus,44483106,21,0,Midgardsormr,Aether,1104,0,be3913b04bddadaf6db4349337e18b1e_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1687426336,Crystal,47,0,SAM
K'rayzee Khlu,19817745,22,60,Adamantoise,Aether,1099,702,c7abd26c56b0f904753a00e8df7e7524_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1687429222,Crystal,63,13,SCH
Shum One,31246227,23,44,Midgardsormr,Aether,989,490,6a9ab1154c9d9a712cc039f45837db6d_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1687428486,Crystal,217,13,BLM
Tomo Kote,38176817,24,22,Gilgamesh,Aether,958,0,e5d7502ad7f21874552a4fc21553ee9e_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1687428407,Crystal,49,0,MNK
Yuyuko Kitajima,10308693,25,23,Sargatanas,Aether,911,0,c68a5824cd716e8778afd8770a42c665_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687427074,Crystal,108,0,WAR
Alenora Wintersong,42967636,26,24,Adamantoise,Aether,903,1,ed1d599894bc7afd3daf7ba4d07c1358_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1687426689,Crystal,41,1,BLM
Ruka Rukaka,34081156,27,25,Jenova,Aether,886,0,32228868c24b05da69088fd2eddcfa9d_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1687429593,Crystal,41,0,PLD
Thunderbina Loux,24258558,28,29,Cactuar,Aether,827,99,fba25ed72613de033978f2e99c974234_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687426966,Crystal,50,2,DRG
Celesse Archon,5403993,29,26,Midgardsormr,Aether,809,0,46c05696a375eb66cab3503bea79e4e4_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1687429663,Crystal,55,0,RDM
Alba Sanare,22678236,30,27,Adamantoise,Aether,799,0,9e9cbb3fa7c82f824b9b8d7499029b58_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1687426808,Crystal,52,0,BLM
Wmwmwmwmwmwmw Soikky,9472774,31,28,Sargatanas,Aether,797,0,5ca5b5fc8e69aea8ad82df7fa206172f_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687429221,Crystal,67,0,WHM
John Darksouls,32702843,32,36,Adamantoise,Aether,719,109,f1fbda91f49b5975e8a2cb80a74e40ad_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1687427777,Crystal,77,9,PLD
Nola Ustrina,1383977,33,30,Cactuar,Aether,708,4,fe0089ca21e248dc5546d2eae49f43ae_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687428234,Crystal,63,2,GNB
Oi Chon,37332178,34,31,Faerie,Aether,703,0,81f65d42541eb17fb3c98df84a6dcf86_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1687428154,Crystal,104,0,SAM
Brycie Iclyn,13204334,35,32,Midgardsormr,Aether,701,0,fdae14a354fe2886d95fe898e8e97674_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1687427492,Crystal,45,1,MNK
Bean Sheqa,25412173,36,33,Siren,Aether,698,0,2da1be2ccbc5a5cfe2977727a9ab7132_58a84e851e55175d22158ca97af58a1ffc0_96x96.jpg?1687428135,Crystal,86,0,MNK
Frog Third,32556549,37,34,Adamantoise,Aether,696,0,3d02d317a157fdfc7cd02cbb9d7af5fe_1f5fd239b885860b7c2bfc72ad1d97effc0_96x96.jpg?1687426616,Crystal,155,0,FSH
Salem Hawkstrom,29694217,38,35,Faerie,Aether,611,0,bff5bac313fbce66b192f4f812d77662_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1687428439,Crystal,121,0,DRK
Ruka Nanaboshi,31800706,39,37,Sargatanas,Aether,607,0,9cc143709473a3d92eaf75d2ed6a6fbe_ba22853447012a24cee115315d6a5bebfc0_96x96.jpg?1687429028,Crystal,70,0,MCH
Original Dsi,35808978,40,38,Gilgamesh,Aether,607,0,b244a7412043a7dd35bae3d62114182d_b937560c841465f7c4bc8eb47ea7948afc0_96x96.jpg?1687428579,Crystal,30,0,BRD
The Hollow,18340572,41,53,Cactuar,Aether,604,201,aa4594008fba37b0df606c5c9a47756f_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687428405,Crystal,85,3,SMN
Farsa Aed,5068221,42,39,Midgardsormr,Aether,603,0,176d431db8a76185fe97af104836ac24_5c8ecfbc673e1287a9b5e85423fe1657fc0_96x96.jpg?1687428709,Crystal,75,6,DNC
Kare Thunderfist,38266103,43,40,Cactuar,Aether,597,0,7ce5076c857a0630e8b2db189ce734ab_96ab1df8877c1f8ba6a89a39cccfd437fc0_96x96.jpg?1687428496,Crystal,201,0,BLM
Shiho Hinomori,47976751,44,41,Faerie,Aether,595,0,d4af86e738c7507dd7e70ca6f84979d5_0e336ff6ad415f47233f0aaf127feac0fc0_96x96.jpg?1687426730,Crystal,90,0,SCH
Japanese Man,21779266,45,42,Jenova,Aether,507,0,6a73d0b0b07e7f82a2d91b9f53ce0a12_ce736afe35e2ded4e46c4fd0659aef7efc0_96x96.jpg?1687427035,Crystal,83,5,MCH
