name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Saboree Catboy,36051653,1,0,Spriggan,Chaos,3048,0,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1774003044,Ultima,184,0,SAM
Slayn Lockmeier,43624360,2,3,Ragnarok,Chaos,3024,88,6e8ed130575c22a15b32af255b35348b_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1774002112,Ultima,157,1,BLM
Cliffe Zanza,36074329,3,2,Spriggan,Chaos,2972,0,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1774003778,Omega,187,5,PCT
Scarlet Rose,26616217,4,0,Spriggan,Chaos,2790,0,96ad88f23a708e8d6e391f669986d57c_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1774001330,Omega,285,5,PLD
Lucy Lumi,35150838,5,0,Louisoix,Chaos,2463,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1774002728,Omega,95,0,MNK
Cat Wife,21099767,6,0,Zodiark,Light,2446,0,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1774004081,Omega,35,0,RDM
Ase Escadora,42603487,7,6,Alpha,Light,2152,0,78626e6cf6f07875d5ac9527a5bd0c4d_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1774001984,Omega,125,0,GNB
Maarato Cookie,20349526,8,7,Twintania,Light,2099,0,dbab16598b86bb31b2eb96070f723572_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1774003370,Omega,98,3,DRG
Tsukuyo Ritlas,37800185,9,8,Odin,Light,2011,0,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1774001377,Omega,62,0,RDM
Akari Tsuki,31005286,10,9,Louisoix,Chaos,1968,0,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1774003285,Omega,77,0,MNK
Miyu Edelfelt,21335430,11,10,Phoenix,Light,1935,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1774002735,Omega,136,0,RPR
Sice Seven,15008161,12,11,Moogle,Chaos,1898,0,23657ac0d29f4bc5667ef1e00cf528f8_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1774001418,Omega,152,4,BRD
Lex'ander Wayfarer,18009481,13,12,Odin,Light,1894,0,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1774001900,Omega,154,0,SAM
