name,id,cur_rank,prev_rank,world,dc,points,points_delta,portrait,tier,wins,wins_delta,job
Loty Coldwind,36521588,1,0,Twintania,Light,3495,0,3632cf6d20598f5c4c7b748be7e19153_c33f640c0cdd35f7def85b8aa31a0007fc0.jpg?1767608021,Ultima,179,2,SMN
Saboree Catboy,36051653,2,4,Spriggan,Chaos,2955,197,b61ec1080d608b5a83f30baef219dc02_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1767609713,Omega,127,17,WAR
Moki Moki,14235486,3,2,Odin,Light,2849,0,82d3ef8d03fa7a6ddf4429f15fd296a2_644311b63b607133c989d7c1188467dafc0.jpg?1767607068,Omega,139,1,MNK
Miyu Edelfelt,21335430,4,3,Phoenix,Light,2814,0,ba690d74246b4d07f543f0d9516feec2_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1767609847,Omega,202,24,GNB
Cliffe Zanza,36074329,5,6,Spriggan,Chaos,2801,101,d8d2fa78adb447ec4b6d5d747f5d5f84_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1767607798,Omega,197,19,NIN
Raiden Thorne,27238016,6,5,Zodiark,Light,2740,0,96a909af8d24d60f6d8173f8cc16facb_c274370774c6bc3483cc8740805f41bcfc0.jpg?1767608160,Omega,270,11,MNK
Akari Tsuki,31005286,7,0,Louisoix,Chaos,2638,0,28e1cfaecfbf911dc3621f5de74642aa_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1767606563,Omega,78,6,MNK
Crow Xo,44749262,8,14,Zodiark,Light,2384,408,54e5719ccbdb45c6de28f017b4365207_c274370774c6bc3483cc8740805f41bcfc0.jpg?1767609288,Omega,62,5,SCH
Void Stellarvore,28691685,9,8,Raiden,Light,2355,100,79b02048d874bdc774a96223c423d519_a370664d98f658f4ed4e620f378f73cdfc0.jpg?1767608070,Omega,166,3,WAR
Cat Wife,21099767,10,39,Zodiark,Light,2288,1273,76d1664265ae631c957cfab6c72cfba9_c274370774c6bc3483cc8740805f41bcfc0.jpg?1767607817,Omega,112,36,RDM
Tsukuyo Ritlas,37800185,11,10,Odin,Light,2277,195,eca30840fe0bed8e80f620b5f57c49de_644311b63b607133c989d7c1188467dafc0.jpg?1767608967,Omega,98,6,RDM
Mamiyama Kamimama,37371304,12,9,Spriggan,Chaos,2147,0,3c6fd6569d3dce40308c9a2a1f3c3bfa_feaf0a2e88ff164813fbc9b85876fa48fc0.jpg?1767606761,Omega,124,0,PCT
Prisma Tic,38791879,13,11,Cerberus,Chaos,2059,0,5220c35172bb26154c862a6d485e37b8_777c57311d510ca65dac3c1077dee435fc0.jpg?1767608018,Omega,169,7,AST
Mei Ko,35150838,14,12,Louisoix,Chaos,2058,0,9e9f647c9095409b4ca77e89ca61322b_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1767607687,Omega,314,22,NIN
Shia Sun,1754600,15,16,Odin,Light,2001,196,7550981ba488e5ebe919aa3cb39efbfa_644311b63b607133c989d7c1188467dafc0.jpg?1767608010,Omega,159,7,GNB
Vanilla Blossom,41496807,16,13,Moogle,Chaos,1994,0,b0e7d1b464d155d8791692fe2e47299d_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1767609742,Omega,112,6,SAM
Ange Melrose,50267939,17,15,Omega,Chaos,1806,0,f2fb3057962bf3d28bcce976076f5368_39e25ac3d737c46452305eefe324372cfc0.jpg?1767607403,Omega,145,6,BRD
Deadrise Mutombo,31730694,18,17,Ragnarok,Chaos,1708,0,a382acb94313f23d966dd6d39d909bea_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1767608704,Omega,127,1,GNB
Kitashi Kurel,57457596,19,18,Zodiark,Light,1686,0,759aea1481bd6cb72e3423ca3ebe2529_c274370774c6bc3483cc8740805f41bcfc0.jpg?1767609437,Omega,212,13,UNK
Not Marci,51672179,20,19,Louisoix,Chaos,1682,0,b6c4338b1daa8161914134b74ee784f0_0a122616f3718d3f45cab10fd8fc1604fc0.jpg?1767606701,Omega,70,0,DRG
Lex'ander Wayfarer,18009481,21,0,Odin,Light,1606,95,0adfa03fe11940a91e3b6a2ed08ddb88_644311b63b607133c989d7c1188467dafc0.jpg?1767608322,Omega,230,24,VPR
Shino Yaru,38308969,22,20,Phoenix,Light,1596,0,0662727bb913ed7fe3009f3542ea1e64_5047bc596a4bab2dc7f7c120bb22dec5fc0.jpg?1767608577,Omega,61,0,UNK
Snap Ringer,18714030,23,32,Omega,Chaos,1519,406,77577ce781d587b133c9c53da0974817_39e25ac3d737c46452305eefe324372cfc0.jpg?1767609137,Omega,57,5,ALC
Dalik Mathis,9537863,24,22,Ragnarok,Chaos,1506,0,fd4dde44208527cc20e58ba589d51f01_40d57ba713628f3f1ef5ef204b6d76d2fc0.jpg?1767607773,Omega,77,0,PLD
Doomballoon Dapingus,47578759,25,23,Alpha,Light,1502,20,4a4c34260172eebb84eaf61edb344efa_6132295fcf5570fb8b0a944ef322a598fc0.jpg?1767609044,Omega,65,12,SAM
Xen Thique,40172078,26,24,Odin,Light,1420,0,8930228f4df0c18feea28ebbb1c451f2_644311b63b607133c989d7c1188467dafc0.jpg?1767610055,Crystal,169,5,SMN
Miyu Moon,58918526,27,150,Moogle,Chaos,1414,1314,1abf5ce3756f6fa0d1c5be2cd39491bc_d7a9d5f85a29d6278ec1c7adc2c8d242fc0.jpg?1767609526,Crystal,39,19,SAM
My Fault,28777606,28,25,Odin,Light,1391,0,0d7f75966254f60b69463e0d39afbfeb_644311b63b607133c989d7c1188467dafc0.jpg?1767606666,Crystal,89,0,UNK
Cleave Age,8618043,29,26,Cerberus,Chaos,1305,0,be127ac560fb8f7cfb5f31ff1d832b19_777c57311d510ca65dac3c1077dee435fc0.jpg?1767606582,Crystal,178,13,MCH
Delzor Waka,40194085,30,27,Odin,Light,1291,0,bde30c4caff355f65cf9761727b12725_644311b63b607133c989d7c1188467dafc0.jpg?1767609369,Crystal,228,12,MCH
